"","State","Category","Date","Water_Year","Region","Apportionment_Countable","Consumptive_Use","Consumptive_Use_MAF"
"1","Arizona","Agriculture",1971-01-01,1971,"Upper Basin","Yes",29.964,2.9964e-05
"2","Arizona","Agriculture",1971-02-01,1971,"Upper Basin","Yes",37.455,3.7455e-05
"3","Arizona","Agriculture",1971-03-01,1971,"Upper Basin","Yes",79.2805633680258,7.92805633680258e-05
"4","Arizona","Agriculture",1971-04-01,1971,"Upper Basin","Yes",264.955619196623,0.000264955619196623
"5","Arizona","Agriculture",1971-05-01,1971,"Upper Basin","Yes",585.140733647796,0.000585140733647796
"6","Arizona","Agriculture",1971-06-01,1971,"Upper Basin","Yes",726.616778693151,0.000726616778693151
"7","Arizona","Agriculture",1971-07-01,1971,"Upper Basin","Yes",660.049816116536,0.000660049816116536
"8","Arizona","Agriculture",1971-08-01,1971,"Upper Basin","Yes",578.263533917994,0.000578263533917994
"9","Arizona","Agriculture",1971-09-01,1971,"Upper Basin","Yes",387.138665105213,0.000387138665105213
"10","Arizona","Agriculture",1971-10-01,1972,"Upper Basin","Yes",182.349478946492,0.000182349478946492
"11","Arizona","Agriculture",1971-11-01,1972,"Upper Basin","Yes",47.5023183289245,4.75023183289245e-05
"12","Arizona","Agriculture",1971-12-01,1972,"Upper Basin","Yes",21.2834926792449,2.12834926792449e-05
"13","Arizona","Agriculture",1972-01-01,1972,"Upper Basin","Yes",29.964,2.9964e-05
"14","Arizona","Agriculture",1972-02-01,1972,"Upper Basin","Yes",37.455,3.7455e-05
"15","Arizona","Agriculture",1972-03-01,1972,"Upper Basin","Yes",81.3808135069099,8.13808135069099e-05
"16","Arizona","Agriculture",1972-04-01,1972,"Upper Basin","Yes",291.561318268082,0.000291561318268082
"17","Arizona","Agriculture",1972-05-01,1972,"Upper Basin","Yes",656.444691031444,0.000656444691031443
"18","Arizona","Agriculture",1972-06-01,1972,"Upper Basin","Yes",815.706343284055,0.000815706343284055
"19","Arizona","Agriculture",1972-07-01,1972,"Upper Basin","Yes",738.104986695182,0.000738104986695182
"20","Arizona","Agriculture",1972-08-01,1972,"Upper Basin","Yes",647.675139344873,0.000647675139344873
"21","Arizona","Agriculture",1972-09-01,1972,"Upper Basin","Yes",431.292531522047,0.000431292531522047
"22","Arizona","Agriculture",1972-10-01,1973,"Upper Basin","Yes",199.877715577931,0.000199877715577931
"23","Arizona","Agriculture",1972-11-01,1973,"Upper Basin","Yes",49.2524492615525,4.92524492615525e-05
"24","Arizona","Agriculture",1972-12-01,1973,"Upper Basin","Yes",21.2850115079241,2.12850115079241e-05
"25","Arizona","Agriculture",1973-01-01,1973,"Upper Basin","Yes",24.516,2.4516e-05
"26","Arizona","Agriculture",1973-02-01,1973,"Upper Basin","Yes",30.645,3.0645e-05
"27","Arizona","Agriculture",1973-03-01,1973,"Upper Basin","Yes",75.1285013888412,7.51285013888412e-05
"28","Arizona","Agriculture",1973-04-01,1973,"Upper Basin","Yes",346.786990714596,0.000346786990714596
"29","Arizona","Agriculture",1973-05-01,1973,"Upper Basin","Yes",827.168573836473,0.000827168573836473
"30","Arizona","Agriculture",1973-06-01,1973,"Upper Basin","Yes",1029.82864590904,0.00102982864590904
"31","Arizona","Agriculture",1973-07-01,1973,"Upper Basin","Yes",921.446705786458,0.000921446705786458
"32","Arizona","Agriculture",1973-08-01,1973,"Upper Basin","Yes",812.29505426879,0.00081229505426879
"33","Arizona","Agriculture",1973-09-01,1973,"Upper Basin","Yes",532.501664168342,0.000532501664168342
"34","Arizona","Agriculture",1973-10-01,1974,"Upper Basin","Yes",234.844366314387,0.000234844366314387
"35","Arizona","Agriculture",1973-11-01,1974,"Upper Basin","Yes",47.4173093262794,4.74173093262794e-05
"36","Arizona","Agriculture",1973-12-01,1974,"Upper Basin","Yes",17.4211882867919,1.74211882867919e-05
"37","Arizona","Agriculture",1974-01-01,1974,"Upper Basin","Yes",31.70736,3.170736e-05
"38","Arizona","Agriculture",1974-02-01,1974,"Upper Basin","Yes",39.6342,3.96342e-05
"39","Arizona","Agriculture",1974-03-01,1974,"Upper Basin","Yes",92.3181177256438,9.23181177256438e-05
"40","Arizona","Agriculture",1974-04-01,1974,"Upper Basin","Yes",387.096352634258,0.000387096352634258
"41","Arizona","Agriculture",1974-05-01,1974,"Upper Basin","Yes",905.211387201254,0.000905211387201254
"42","Arizona","Agriculture",1974-06-01,1974,"Upper Basin","Yes",1126.26330377836,0.00112626330377836
"43","Arizona","Agriculture",1974-07-01,1974,"Upper Basin","Yes",1011.56038739811,0.00101156038739811
"44","Arizona","Agriculture",1974-08-01,1974,"Upper Basin","Yes",890.343147660589,0.000890343147660589
"45","Arizona","Agriculture",1974-09-01,1974,"Upper Basin","Yes",586.780310678863,0.000586780310678863
"46","Arizona","Agriculture",1974-10-01,1975,"Upper Basin","Yes",263.271034209036,0.000263271034209036
"47","Arizona","Agriculture",1974-11-01,1975,"Upper Basin","Yes",57.2865011591718,5.72865011591718e-05
"48","Arizona","Agriculture",1974-12-01,1975,"Upper Basin","Yes",22.5278975547163,2.25278975547163e-05
"49","Arizona","Agriculture",1975-01-01,1975,"Upper Basin","Yes",25.0608,2.50608e-05
"50","Arizona","Agriculture",1975-02-01,1975,"Upper Basin","Yes",31.326,3.1326e-05
"51","Arizona","Agriculture",1975-03-01,1975,"Upper Basin","Yes",73.9160137291245,7.39160137291245e-05
"52","Arizona","Agriculture",1975-04-01,1975,"Upper Basin","Yes",317.984436782418,0.000317984436782418
"53","Arizona","Agriculture",1975-05-01,1975,"Upper Basin","Yes",747.705222845279,0.000747705222845279
"54","Arizona","Agriculture",1975-06-01,1975,"Upper Basin","Yes",930.463046629502,0.000930463046629502
"55","Arizona","Agriculture",1975-07-01,1975,"Upper Basin","Yes",834.814259621015,0.000834814259621015
"56","Arizona","Agriculture",1975-08-01,1975,"Upper Basin","Yes",735.097908027879,0.000735097908027879
"57","Arizona","Agriculture",1975-09-01,1975,"Upper Basin","Yes",483.746117788982,0.000483746117788982
"58","Arizona","Agriculture",1975-10-01,1976,"Upper Basin","Yes",216.010494188232,0.000216010494188232
"59","Arizona","Agriculture",1975-11-01,1976,"Upper Basin","Yes",46.0694587537572,4.60694587537572e-05
"60","Arizona","Agriculture",1975-12-01,1976,"Upper Basin","Yes",17.8062416338108,1.78062416338108e-05
"61","Arizona","Agriculture",1976-01-01,1976,"Upper Basin","Yes",27.7848,2.77848e-05
"62","Arizona","Agriculture",1976-02-01,1976,"Upper Basin","Yes",34.731,3.4731e-05
"63","Arizona","Agriculture",1976-03-01,1976,"Upper Basin","Yes",75.4669821839957,7.54669821839957e-05
"64","Arizona","Agriculture",1976-04-01,1976,"Upper Basin","Yes",270.417326255566,0.000270417326255566
"65","Arizona","Agriculture",1976-05-01,1976,"Upper Basin","Yes",608.865313405029,0.000608865313405028
"66","Arizona","Agriculture",1976-06-01,1976,"Upper Basin","Yes",756.584721873831,0.000756584721873831
"67","Arizona","Agriculture",1976-07-01,1976,"Upper Basin","Yes",684.602022141393,0.000684602022141393
"68","Arizona","Agriculture",1976-08-01,1976,"Upper Basin","Yes",600.729246495761,0.000600729246495761
"69","Arizona","Agriculture",1976-09-01,1976,"Upper Basin","Yes",400.02615165321,0.00040002615165321
"70","Arizona","Agriculture",1976-10-01,1977,"Upper Basin","Yes",185.380991346425,0.000185380991346425
"71","Arizona","Agriculture",1976-11-01,1977,"Upper Basin","Yes",45.6744305219229,4.56744305219229e-05
"72","Arizona","Agriculture",1976-12-01,1977,"Upper Basin","Yes",19.7370141228675,1.97370141228675e-05
"73","Arizona","Agriculture",1977-01-01,1977,"Upper Basin","Yes",28.602,2.8602e-05
"74","Arizona","Agriculture",1977-02-01,1977,"Upper Basin","Yes",35.7525,3.57525e-05
"75","Arizona","Agriculture",1977-03-01,1977,"Upper Basin","Yes",83.1518825728713,8.31518825728713e-05
"76","Arizona","Agriculture",1977-04-01,1977,"Upper Basin","Yes",347.604283655654,0.000347604283655654
"77","Arizona","Agriculture",1977-05-01,1977,"Upper Basin","Yes",812.320694079241,0.000812320694079241
"78","Arizona","Agriculture",1977-06-01,1977,"Upper Basin","Yes",1010.66660272836,0.00101066660272836
"79","Arizona","Agriculture",1977-07-01,1977,"Upper Basin","Yes",907.852999761601,0.000907852999761601
"80","Arizona","Agriculture",1977-08-01,1977,"Upper Basin","Yes",799.021041691023,0.000799021041691023
"81","Arizona","Agriculture",1977-09-01,1977,"Upper Basin","Yes",526.689077620345,0.000526689077620345
"82","Arizona","Agriculture",1977-10-01,1978,"Upper Basin","Yes",236.445453914453,0.000236445453914453
"83","Arizona","Agriculture",1977-11-01,1978,"Upper Basin","Yes",51.571997133281,5.1571997133281e-05
"84","Arizona","Agriculture",1977-12-01,1978,"Upper Basin","Yes",20.3214668431692,2.03214668431692e-05
"85","Arizona","Agriculture",1978-01-01,1978,"Upper Basin","Yes",29.4192,2.94192e-05
"86","Arizona","Agriculture",1978-02-01,1978,"Upper Basin","Yes",36.774,3.67739999999999e-05
"87","Arizona","Agriculture",1978-03-01,1978,"Upper Basin","Yes",87.5288889930043,8.75288889930043e-05
"88","Arizona","Agriculture",1978-04-01,1978,"Upper Basin","Yes",382.887265018191,0.000382887265018191
"89","Arizona","Agriculture",1978-05-01,1978,"Upper Basin","Yes",903.472341874209,0.000903472341874209
"90","Arizona","Agriculture",1978-06-01,1978,"Upper Basin","Yes",1124.43241935222,0.00112443241935222
"91","Arizona","Agriculture",1978-07-01,1978,"Upper Basin","Yes",1008.16708372044,0.00100816708372044
"92","Arizona","Agriculture",1978-08-01,1978,"Upper Basin","Yes",887.989558338949,0.000887989558338949
"93","Arizona","Agriculture",1978-09-01,1978,"Upper Basin","Yes",583.809663980967,0.000583809663980967
"94","Arizona","Agriculture",1978-10-01,1979,"Upper Basin","Yes",259.902943787965,0.000259902943787965
"95","Arizona","Agriculture",1978-11-01,1979,"Upper Basin","Yes",54.7131075257503,5.47131075257503e-05
"96","Arizona","Agriculture",1978-12-01,1979,"Upper Basin","Yes",20.9035274083012,2.09035274083012e-05
"97","Arizona","Agriculture",1979-01-01,1979,"Upper Basin","Yes",25.3332,2.53332e-05
"98","Arizona","Agriculture",1979-02-01,1979,"Upper Basin","Yes",31.6665,3.16665e-05
"99","Arizona","Agriculture",1979-03-01,1979,"Upper Basin","Yes",83.8635268471588,8.38635268471588e-05
"100","Arizona","Agriculture",1979-04-01,1979,"Upper Basin","Yes",437.276797650413,0.000437276797650413
"101","Arizona","Agriculture",1979-05-01,1979,"Upper Basin","Yes",1066.27593320251,0.00106627593320251
"102","Arizona","Agriculture",1979-06-01,1979,"Upper Basin","Yes",1328.45530905903,0.00132845530905903
"103","Arizona","Agriculture",1979-07-01,1979,"Upper Basin","Yes",1183.72526869599,0.00118372526869599
"104","Arizona","Agriculture",1979-08-01,1979,"Upper Basin","Yes",1045.29265217749,0.00104529265217749
"105","Arizona","Agriculture",1979-09-01,1979,"Upper Basin","Yes",681.241523343895,0.000681241523343894
"106","Arizona","Agriculture",1979-10-01,1980,"Upper Basin","Yes",294.672947198134,0.000294672947198134
"107","Arizona","Agriculture",1979-11-01,1980,"Upper Basin","Yes",54.1899414039515,5.41899414039515e-05
"108","Arizona","Agriculture",1979-12-01,1980,"Upper Basin","Yes",18.0064004214331,1.80064004214331e-05
"109","Arizona","Agriculture",1980-01-01,1980,"Upper Basin","Yes",27.13104,2.713104e-05
"110","Arizona","Agriculture",1980-02-01,1980,"Upper Basin","Yes",33.9138,3.39138e-05
"111","Arizona","Agriculture",1980-03-01,1980,"Upper Basin","Yes",92.9258734339528,9.29258734339528e-05
"112","Arizona","Agriculture",1980-04-01,1980,"Upper Basin","Yes",507.715817898703,0.000507715817898703
"113","Arizona","Agriculture",1980-05-01,1980,"Upper Basin","Yes",1247.55748985786,0.00124755748985786
"114","Arizona","Agriculture",1980-06-01,1980,"Upper Basin","Yes",1554.68592319197,0.00155468592319197
"115","Arizona","Agriculture",1980-07-01,1980,"Upper Basin","Yes",1383.34135734921,0.00138334135734921
"116","Arizona","Agriculture",1980-08-01,1980,"Upper Basin","Yes",1222.28225533767,0.00122228225533767
"117","Arizona","Agriculture",1980-09-01,1980,"Upper Basin","Yes",794.985269404717,0.000794985269404717
"118","Arizona","Agriculture",1980-10-01,1981,"Upper Basin","Yes",341.546801029373,0.000341546801029373
"119","Arizona","Agriculture",1980-11-01,1981,"Upper Basin","Yes",60.6278489155742,6.06278489155742e-05
"120","Arizona","Agriculture",1980-12-01,1981,"Upper Basin","Yes",19.2865235809802,1.92865235809802e-05
"121","Arizona","Agriculture",1981-01-01,1981,"Upper Basin","Yes",221.50092,0.00022150092
"122","Arizona","Agriculture",1981-02-01,1981,"Upper Basin","Yes",228.87615,0.00022887615
"123","Arizona","Agriculture",1981-03-01,1981,"Upper Basin","Yes",281.483770809629,0.000281483770809629
"124","Arizona","Agriculture",1981-04-01,1981,"Upper Basin","Yes",596.567810350021,0.000596567810350021
"125","Arizona","Agriculture",1981-05-01,1981,"Upper Basin","Yes",1158.88701485623,0.00115888701485623
"126","Arizona","Agriculture",1981-06-01,1981,"Upper Basin","Yes",1381.8157699308,0.0013818157699308
"127","Arizona","Agriculture",1981-07-01,1981,"Upper Basin","Yes",1271.80355750464,0.00127180355750464
"128","Arizona","Agriculture",1981-08-01,1981,"Upper Basin","Yes",1159.9951713413,0.0011599951713413
"129","Arizona","Agriculture",1981-09-01,1981,"Upper Basin","Yes",826.569484848602,0.000826569484848602
"130","Arizona","Agriculture",1981-10-01,1982,"Upper Basin","Yes",468.765798608842,0.000468765798608842
"131","Arizona","Agriculture",1981-11-01,1982,"Upper Basin","Yes",248.779278350166,0.000248779278350166
"132","Arizona","Agriculture",1981-12-01,1982,"Upper Basin","Yes",212.955273399777,0.000212955273399777
"133","Arizona","Agriculture",1982-01-01,1982,"Upper Basin","Yes",219.24,0.00021924
"134","Arizona","Agriculture",1982-02-01,1982,"Upper Basin","Yes",226.05,0.00022605
"135","Arizona","Agriculture",1982-03-01,1982,"Upper Basin","Yes",281.696676283657,0.000281696676283657
"136","Arizona","Agriculture",1982-04-01,1982,"Upper Basin","Yes",656.804000741438,0.000656804000741438
"137","Arizona","Agriculture",1982-05-01,1982,"Upper Basin","Yes",1339.54353039852,0.00133954353039852
"138","Arizona","Agriculture",1982-06-01,1982,"Upper Basin","Yes",1640.50530057466,0.00164050530057466
"139","Arizona","Agriculture",1982-07-01,1982,"Upper Basin","Yes",1480.47021909769,0.00148047021909769
"140","Arizona","Agriculture",1982-08-01,1982,"Upper Basin","Yes",1327.0627524562,0.0013270627524562
"141","Arizona","Agriculture",1982-09-01,1982,"Upper Basin","Yes",927.1431038859,0.0009271431038859
"142","Arizona","Agriculture",1982-10-01,1983,"Upper Basin","Yes",504.394881487049,0.000504394881487049
"143","Arizona","Agriculture",1982-11-01,1983,"Upper Basin","Yes",249.72479421267,0.00024972479421267
"144","Arizona","Agriculture",1982-12-01,1983,"Upper Basin","Yes",211.364740862214,0.000211364740862214
"145","Arizona","Agriculture",1983-01-01,1983,"Upper Basin","Yes",221.964,0.000221964
"146","Arizona","Agriculture",1983-02-01,1983,"Upper Basin","Yes",229.455,0.000229455
"147","Arizona","Agriculture",1983-03-01,1983,"Upper Basin","Yes",292.143146976042,0.000292143146976042
"148","Arizona","Agriculture",1983-04-01,1983,"Upper Basin","Yes",721.974239126486,0.000721974239126486
"149","Arizona","Agriculture",1983-05-01,1983,"Upper Basin","Yes",1504.48211606341,0.00150448211606341
"150","Arizona","Agriculture",1983-06-01,1983,"Upper Basin","Yes",1857.68432871852,0.00185768432871852
"151","Arizona","Agriculture",1983-07-01,1983,"Upper Basin","Yes",1667.28952527862,0.00166728952527862
"152","Arizona","Agriculture",1983-08-01,1983,"Upper Basin","Yes",1484.70762489654,0.00148470762489654
"153","Arizona","Agriculture",1983-09-01,1983,"Upper Basin","Yes",1027.28879021167,0.00102728879021167
"154","Arizona","Agriculture",1983-10-01,1984,"Upper Basin","Yes",546.347594773218,0.000546347594773218
"155","Arizona","Agriculture",1983-11-01,1984,"Upper Basin","Yes",256.358156171531,0.000256358156171531
"156","Arizona","Agriculture",1983-12-01,1984,"Upper Basin","Yes",213.305477783975,0.000213305477783975
"157","Arizona","Agriculture",1984-01-01,1984,"Upper Basin","Yes",216.516,0.000216516
"158","Arizona","Agriculture",1984-02-01,1984,"Upper Basin","Yes",222.645,0.000222645
"159","Arizona","Agriculture",1984-03-01,1984,"Upper Basin","Yes",276.57962701382,0.00027657962701382
"160","Arizona","Agriculture",1984-04-01,1984,"Upper Basin","Yes",658.512636536165,0.000658512636536165
"161","Arizona","Agriculture",1984-05-01,1984,"Upper Basin","Yes",1352.03638206289,0.00135203638206289
"162","Arizona","Agriculture",1984-06-01,1984,"Upper Basin","Yes",1646.73168656811,0.00164673168656811
"163","Arizona","Agriculture",1984-07-01,1984,"Upper Basin","Yes",1488.69497339036,0.00148869497339036
"164","Arizona","Agriculture",1984-08-01,1984,"Upper Basin","Yes",1340.64727868974,0.00134064727868974
"165","Arizona","Agriculture",1984-09-01,1984,"Upper Basin","Yes",935.194063044095,0.000935194063044095
"166","Arizona","Agriculture",1984-10-01,1985,"Upper Basin","Yes",505.721431155861,0.000505721431155861
"167","Arizona","Agriculture",1984-11-01,1985,"Upper Basin","Yes",247.292898523105,0.000247292898523105
"168","Arizona","Agriculture",1984-12-01,1985,"Upper Basin","Yes",209.428023015848,0.000209428023015848
"169","Arizona","Agriculture",1985-01-01,1985,"Upper Basin","Yes",194.724,0.000194724
"170","Arizona","Agriculture",1985-02-01,1985,"Upper Basin","Yes",195.405,0.000195405
"171","Arizona","Agriculture",1985-03-01,1985,"Upper Basin","Yes",228.46762701382,0.00022846762701382
"172","Arizona","Agriculture",1985-04-01,1985,"Upper Basin","Yes",586.752636536165,0.000586752636536165
"173","Arizona","Agriculture",1985-05-01,1985,"Upper Basin","Yes",1250.58838206289,0.00125058838206289
"174","Arizona","Agriculture",1985-06-01,1985,"Upper Basin","Yes",1523.23568656811,0.00152323568656811
"175","Arizona","Agriculture",1985-07-01,1985,"Upper Basin","Yes",1363.45497339036,0.00136345497339036
"176","Arizona","Agriculture",1985-08-01,1985,"Upper Basin","Yes",1235.59927868974,0.00123559927868974
"177","Arizona","Agriculture",1985-09-01,1985,"Upper Basin","Yes",854.338063044095,0.000854338063044095
"178","Arizona","Agriculture",1985-10-01,1986,"Upper Basin","Yes",452.777431155861,0.000452777431155861
"179","Arizona","Agriculture",1985-11-01,1986,"Upper Basin","Yes",220.700898523105,0.000220700898523105
"180","Arizona","Agriculture",1985-12-01,1986,"Upper Basin","Yes",193.956023015848,0.000193956023015848
"181","Arizona","Agriculture",1986-01-01,1986,"Upper Basin","Yes",147.41706,0.00014741706
"182","Arizona","Agriculture",1986-02-01,1986,"Upper Basin","Yes",154.271325,0.000154271325
"183","Arizona","Agriculture",1986-03-01,1986,"Upper Basin","Yes",200.796656561471,0.000200796656561471
"184","Arizona","Agriculture",1986-04-01,1986,"Upper Basin","Yes",467.805260548656,0.000467805260548656
"185","Arizona","Agriculture",1986-05-01,1986,"Upper Basin","Yes",942.74922584526,0.00094274922584526
"186","Arizona","Agriculture",1986-06-01,1986,"Upper Basin","Yes",1115.51765222232,0.00111551765222232
"187","Arizona","Agriculture",1986-07-01,1986,"Upper Basin","Yes",1030.00822430663,0.00103000822430664
"188","Arizona","Agriculture",1986-08-01,1986,"Upper Basin","Yes",946.809270858147,0.000946809270858147
"189","Arizona","Agriculture",1986-09-01,1986,"Upper Basin","Yes",667.716340385935,0.000667716340385935
"190","Arizona","Agriculture",1986-10-01,1987,"Upper Basin","Yes",361.136617168602,0.000361136617168602
"191","Arizona","Agriculture",1986-11-01,1987,"Upper Basin","Yes",171.702034762101,0.000171702034762101
"192","Arizona","Agriculture",1986-12-01,1987,"Upper Basin","Yes",139.470332340873,0.000139470332340873
"193","Arizona","Agriculture",1987-01-01,1987,"Upper Basin","Yes",142.77264,0.00014277264
"194","Arizona","Agriculture",1987-02-01,1987,"Upper Basin","Yes",148.4658,0.0001484658
"195","Arizona","Agriculture",1987-03-01,1987,"Upper Basin","Yes",188.192790768464,0.000188192790768464
"196","Arizona","Agriculture",1987-04-01,1987,"Upper Basin","Yes",422.244855181361,0.000422244855181361
"197","Arizona","Agriculture",1987-05-01,1987,"Upper Basin","Yes",838.643009162087,0.000838643009162087
"198","Arizona","Agriculture",1987-06-01,1987,"Upper Basin","Yes",986.030169986029,0.000986030169986029
"199","Arizona","Agriculture",1987-07-01,1987,"Upper Basin","Yes",913.662664589804,0.000913662664589804
"200","Arizona","Agriculture",1987-08-01,1987,"Upper Basin","Yes",844.080097855789,0.000844080097855789
"201","Arizona","Agriculture",1987-09-01,1987,"Upper Basin","Yes",599.076912299954,0.000599076912299954
"202","Arizona","Agriculture",1987-10-01,1988,"Upper Basin","Yes",329.806990571855,0.000329806990571855
"203","Arizona","Agriculture",1987-11-01,1988,"Upper Basin","Yes",163.953176647044,0.000163953176647044
"204","Arizona","Agriculture",1987-12-01,1988,"Upper Basin","Yes",136.170892937614,0.000136170892937614
"205","Arizona","Agriculture",1988-01-01,1988,"Upper Basin","Yes",141.98268,0.00014198268
"206","Arizona","Agriculture",1988-02-01,1988,"Upper Basin","Yes",147.47835,0.00014747835
"207","Arizona","Agriculture",1988-03-01,1988,"Upper Basin","Yes",185.793974404544,0.000185793974404544
"208","Arizona","Agriculture",1988-04-01,1988,"Upper Basin","Yes",411.868437925287,0.000411868437925287
"209","Arizona","Agriculture",1988-05-01,1988,"Upper Basin","Yes",816.332172677826,0.000816332172677826
"210","Arizona","Agriculture",1988-06-01,1988,"Upper Basin","Yes",962.678617434515,0.000962678617434515
"211","Arizona","Agriculture",1988-07-01,1988,"Upper Basin","Yes",890.277333500169,0.000890277333500169
"212","Arizona","Agriculture",1988-08-01,1988,"Upper Basin","Yes",821.385594401719,0.000821385594401719
"213","Arizona","Agriculture",1988-09-01,1988,"Upper Basin","Yes",583.751874741764,0.000583751874741764
"214","Arizona","Agriculture",1988-10-01,1989,"Upper Basin","Yes",322.5025822831,0.0003225025822831
"215","Arizona","Agriculture",1988-11-01,1989,"Upper Basin","Yes",162.437192818844,0.000162437192818844
"216","Arizona","Agriculture",1988-12-01,1989,"Upper Basin","Yes",135.611189812235,0.000135611189812235
"217","Arizona","Agriculture",1989-01-01,1989,"Upper Basin","Yes",134.5734,0.0001345734
"218","Arizona","Agriculture",1989-02-01,1989,"Upper Basin","Yes",138.21675,0.00013821675
"219","Arizona","Agriculture",1989-03-01,1989,"Upper Basin","Yes",170.019482538747,0.000170019482538747
"220","Arizona","Agriculture",1989-04-01,1989,"Upper Basin","Yes",394.43774299364,0.00039443774299364
"221","Arizona","Agriculture",1989-05-01,1989,"Upper Basin","Yes",799.262759290457,0.000799262759290457
"222","Arizona","Agriculture",1989-06-01,1989,"Upper Basin","Yes",944.547262042723,0.000944547262042723
"223","Arizona","Agriculture",1989-07-01,1989,"Upper Basin","Yes",867.289780312881,0.000867289780312881
"224","Arizona","Agriculture",1989-08-01,1989,"Upper Basin","Yes",800.877431941675,0.000800877431941675
"225","Arizona","Agriculture",1989-09-01,1989,"Upper Basin","Yes",565.274764849276,0.000565274764849276
"226","Arizona","Agriculture",1989-10-01,1990,"Upper Basin","Yes",308.229872915088,0.000308229872915088
"227","Arizona","Agriculture",1989-11-01,1990,"Upper Basin","Yes",153.679254993165,0.000153679254993165
"228","Arizona","Agriculture",1989-12-01,1990,"Upper Basin","Yes",130.35149812235,0.00013035149812235
"229","Arizona","Agriculture",1990-01-01,1990,"Upper Basin","Yes",133.0752,0.0001330752
"230","Arizona","Agriculture",1990-02-01,1990,"Upper Basin","Yes",136.344,0.000136344
"231","Arizona","Agriculture",1990-03-01,1990,"Upper Basin","Yes",167.971331180775,0.000167971331180775
"232","Arizona","Agriculture",1990-04-01,1990,"Upper Basin","Yes",405.635517488214,0.000405635517488214
"233","Arizona","Agriculture",1990-05-01,1990,"Upper Basin","Yes",836.405455367657,0.000836405455367657
"234","Arizona","Agriculture",1990-06-01,1990,"Upper Basin","Yes",994.722718124153,0.000994722718124153
"235","Arizona","Agriculture",1990-07-01,1990,"Upper Basin","Yes",907.998990603453,0.000907998990603453
"236","Arizona","Agriculture",1990-08-01,1990,"Upper Basin","Yes",835.330204073329,0.000835330204073329
"237","Arizona","Agriculture",1990-09-01,1990,"Upper Basin","Yes",585.740710848719,0.000585740710848719
"238","Arizona","Agriculture",1990-10-01,1991,"Upper Basin","Yes",314.666340045864,0.000314666340045864
"239","Arizona","Agriculture",1990-11-01,1991,"Upper Basin","Yes",152.819669639127,0.000152819669639127
"240","Arizona","Agriculture",1990-12-01,1991,"Upper Basin","Yes",129.28986262871,0.00012928986262871
"241","Arizona","Agriculture",1991-01-01,1991,"Upper Basin","Yes",133.8924,0.0001338924
"242","Arizona","Agriculture",1991-02-01,1991,"Upper Basin","Yes",137.3655,0.0001373655
"243","Arizona","Agriculture",1991-03-01,1991,"Upper Basin","Yes",150.792042229017,0.000150792042229017
"244","Arizona","Agriculture",1991-04-01,1991,"Upper Basin","Yes",170.221803784812,0.000170221803784812
"245","Arizona","Agriculture",1991-05-01,1991,"Upper Basin","Yes",201.206131593387,0.000201206131593387
"246","Arizona","Agriculture",1991-06-01,1991,"Upper Basin","Yes",225.096571773971,0.000225096571773971
"247","Arizona","Agriculture",1991-07-01,1991,"Upper Basin","Yes",232.957375952811,0.000232957375952811
"248","Arizona","Agriculture",1991-08-01,1991,"Upper Basin","Yes",218.235438111901,0.000218235438111901
"249","Arizona","Agriculture",1991-09-01,1991,"Upper Basin","Yes",181.072558051064,0.000181072558051064
"250","Arizona","Agriculture",1991-10-01,1992,"Upper Basin","Yes",161.017805258063,0.000161017805258063
"251","Arizona","Agriculture",1991-11-01,1992,"Upper Basin","Yes",137.13515692464,0.00013713515692464
"252","Arizona","Agriculture",1991-12-01,1992,"Upper Basin","Yes",129.8634,0.0001298634
"253","Arizona","Agriculture",1992-01-01,1992,"Upper Basin","Yes",138.91864268567,0.00013891864268567
"254","Arizona","Agriculture",1992-02-01,1992,"Upper Basin","Yes",143.929535127119,0.000143929535127119
"255","Arizona","Agriculture",1992-03-01,1992,"Upper Basin","Yes",161.681401594109,0.000161681401594109
"256","Arizona","Agriculture",1992-04-01,1992,"Upper Basin","Yes",183.148513868685,0.000183148513868685
"257","Arizona","Agriculture",1992-05-01,1992,"Upper Basin","Yes",216.62849788419,0.00021662849788419
"258","Arizona","Agriculture",1992-06-01,1992,"Upper Basin","Yes",452.739318541258,0.000452739318541258
"259","Arizona","Agriculture",1992-07-01,1992,"Upper Basin","Yes",527.394890010263,0.000527394890010263
"260","Arizona","Agriculture",1992-08-01,1992,"Upper Basin","Yes",400.516575631424,0.000400516575631424
"261","Arizona","Agriculture",1992-09-01,1992,"Upper Basin","Yes",297.13312435596,0.00029713312435596
"262","Arizona","Agriculture",1992-10-01,1993,"Upper Basin","Yes",168.416454598863,0.000168416454598863
"263","Arizona","Agriculture",1992-11-01,1993,"Upper Basin","Yes",149.481181589194,0.000149481181589194
"264","Arizona","Agriculture",1992-12-01,1993,"Upper Basin","Yes",133.3446,0.0001333446
"265","Arizona","Agriculture",1993-01-01,1993,"Upper Basin","Yes",138.2508,0.0001382508
"266","Arizona","Agriculture",1993-02-01,1993,"Upper Basin","Yes",142.8135,0.0001428135
"267","Arizona","Agriculture",1993-03-01,1993,"Upper Basin","Yes",161.921109305576,0.000161921109305576
"268","Arizona","Agriculture",1993-04-01,1993,"Upper Basin","Yes",212.608235570064,0.000212608235570064
"269","Arizona","Agriculture",1993-05-01,1993,"Upper Basin","Yes",422.00942425536,0.00042200942425536
