"","Water_Year","State","Category","Region","Apportionment_Countable","Consumptive_Use","Consumptive_Use_MAF","Date"
"689",1984,"California","Agriculture","Lower Basin","Yes",353941,0.353941,1984-01-01
"690",1984,"California","Export","Lower Basin","Yes",4286497,4.286497,1984-01-01
"691",1984,"California","Export Within System","Lower Basin","Yes",0,0,1984-01-01
"692",1984,"California","Municipal and Industrial","Lower Basin","Yes",2999,0.002999,1984-01-01
"693",1984,"California","Power","Lower Basin","Yes",0,0,1984-01-01
"694",1984,"Colorado","Agriculture","Upper Basin","Yes",1353853.54115854,1.35385354115854,1984-01-01
"695",1984,"Colorado","Export","Upper Basin","Yes",579964.76,0.57996476,1984-01-01
"696",1984,"Colorado","Import","Upper Basin","Yes",-136208.85,-0.13620885,1984-01-01
"697",1984,"Colorado","Mineral","Upper Basin","Yes",5835.6,0.0058356,1984-01-01
"698",1984,"Colorado","Municipal and Industrial","Upper Basin","Yes",20471.28,0.02047128,1984-01-01
"699",1984,"Colorado","Power","Upper Basin","Yes",13734.7544166667,0.0137347544166667,1984-01-01
"700",1984,"Colorado","Reservoir Evaporation","Upper Basin","Yes",93250.2684489696,0.0932502684489696,1984-01-01
"701",1984,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",657054.210529,0.657054210529,1984-01-01
"702",1984,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1149710,1.14971,1984-01-01
"703",1984,"Mexico","Mexico Deliveries","Mexico","Yes",16803519,16.803519,1984-01-01
"704",1984,"Nevada","Agriculture","Lower Basin","Yes",5,5e-06,1984-01-01
"705",1984,"Nevada","Export","Lower Basin","Yes",0,0,1984-01-01
"706",1984,"Nevada","Export Within System","Lower Basin","Yes",0,0,1984-01-01
"707",1984,"Nevada","Municipal and Industrial","Lower Basin","Yes",82838,0.082838,1984-01-01
"708",1984,"Nevada","Power","Lower Basin","Yes",16072,0.016072,1984-01-01
"709",1984,"New Mexico","Agriculture","Upper Basin","Yes",193330.731249233,0.193330731249233,1984-01-01
"710",1984,"New Mexico","Export","Upper Basin","Yes",106527.35,0.10652735,1984-01-01
"711",1984,"New Mexico","Mineral","Upper Basin","Yes",4488,0.004488,1984-01-01
"712",1984,"New Mexico","Municipal and Industrial","Upper Basin","Yes",8250.69999999999,0.00825069999999999,1984-01-01
"713",1984,"New Mexico","Power","Upper Basin","Yes",43088.427,0.043088427,1984-01-01
"714",1984,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",32860.79,0.03286079,1984-01-01
"715",1984,"Utah","Agriculture","Upper Basin","Yes",530651.84258332,0.53065184258332,1984-01-01
"716",1984,"Utah","Export","Upper Basin","Yes",26840.5875998903,0.0268405875998903,1984-01-01
"717",1984,"Utah","Import","Upper Basin","Yes",-5778.74010300561,-0.00577874010300561,1984-01-01
"718",1984,"Utah","Mineral","Upper Basin","Yes",8942.56,0.00894256,1984-01-01
"719",1984,"Utah","Municipal and Industrial","Upper Basin","Yes",9418.46,0.00941846,1984-01-01
"720",1984,"Utah","Power","Upper Basin","Yes",9007.97482681652,0.00900797482681652,1984-01-01
"721",1984,"Utah","Reservoir Evaporation","Upper Basin","Yes",143144.503055844,0.143144503055844,1984-01-01
"722",1984,"Wyoming","Agriculture","Upper Basin","Yes",232469.503610711,0.232469503610711,1984-01-01
"723",1984,"Wyoming","Export","Upper Basin","Yes",4022,0.004022,1984-01-01
"724",1984,"Wyoming","Import","Upper Basin","Yes",0,0,1984-01-01
"725",1984,"Wyoming","Mineral","Upper Basin","Yes",9324,0.009324,1984-01-01
"726",1984,"Wyoming","Municipal and Industrial","Upper Basin","Yes",6386.06,0.00638606,1984-01-01
"727",1984,"Wyoming","Power","Upper Basin","Yes",27313.6221966679,0.0273136221966679,1984-01-01
"728",1984,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",41461.3694389679,0.0414613694389679,1984-01-01
"729",1985,"Arizona","Agriculture","Lower Basin","Yes",1032616,1.032616,1985-01-01
"730",1985,"Arizona","Agriculture","Upper Basin","Yes",8395.00799999999,0.00839500799999999,1985-01-01
"731",1985,"Arizona","Export","Lower Basin","Yes",0,0,1985-01-01
"732",1985,"Arizona","Export","Upper Basin","Yes",0,0,1985-01-01
"733",1985,"Arizona","Export Within System","Lower Basin","Yes",29274,0.029274,1985-01-01
"734",1985,"Arizona","Import","Upper Basin","Yes",0,0,1985-01-01
"735",1985,"Arizona","Mineral","Upper Basin","Yes",0,0,1985-01-01
"736",1985,"Arizona","Municipal and Industrial","Lower Basin","Yes",23477,0.023477,1985-01-01
"737",1985,"Arizona","Municipal and Industrial","Upper Basin","Yes",7225.77,0.00722577,1985-01-01
"738",1985,"Arizona","Power","Lower Basin","Yes",0,0,1985-01-01
"739",1985,"Arizona","Power","Upper Basin","Yes",24501.3556533806,0.0245013556533806,1985-01-01
"740",1985,"Arizona","Reservoir Evaporation","Upper Basin","Yes",4900,0.0049,1985-01-01
"741",1985,"California","Agriculture","Lower Basin","Yes",377475,0.377475,1985-01-01
"742",1985,"California","Export","Lower Basin","Yes",4308586,4.308586,1985-01-01
"743",1985,"California","Export Within System","Lower Basin","Yes",0,0,1985-01-01
"744",1985,"California","Municipal and Industrial","Lower Basin","Yes",3160,0.00316,1985-01-01
"745",1985,"California","Power","Lower Basin","Yes",0,0,1985-01-01
"746",1985,"Colorado","Agriculture","Upper Basin","Yes",1348774.40770877,1.34877440770877,1985-01-01
"747",1985,"Colorado","Export","Upper Basin","Yes",645380.92,0.64538092,1985-01-01
"748",1985,"Colorado","Import","Upper Basin","Yes",-135843.24,-0.13584324,1985-01-01
"749",1985,"Colorado","Mineral","Upper Basin","Yes",5306.4,0.0053064,1985-01-01
"750",1985,"Colorado","Municipal and Industrial","Upper Basin","Yes",24790.9242706503,0.0247909242706503,1985-01-01
"751",1985,"Colorado","Power","Upper Basin","Yes",14940.75175,0.01494075175,1985-01-01
"752",1985,"Colorado","Reservoir Evaporation","Upper Basin","Yes",95565.4091655151,0.0955654091655151,1985-01-01
"753",1985,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",651715.7027452,0.6517157027452,1985-01-01
"754",1985,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1156536,1.156536,1985-01-01
"755",1985,"Mexico","Mexico Deliveries","Mexico","Yes",13265054,13.265054,1985-01-01
"756",1985,"Nevada","Agriculture","Lower Basin","Yes",3,3e-06,1985-01-01
"757",1985,"Nevada","Export","Lower Basin","Yes",0,0,1985-01-01
"758",1985,"Nevada","Export Within System","Lower Basin","Yes",0,0,1985-01-01
"759",1985,"Nevada","Municipal and Industrial","Lower Basin","Yes",94982,0.094982,1985-01-01
"760",1985,"Nevada","Power","Lower Basin","Yes",7392,0.007392,1985-01-01
"761",1985,"New Mexico","Agriculture","Upper Basin","Yes",201872.980729104,0.201872980729104,1985-01-01
"762",1985,"New Mexico","Export","Upper Basin","Yes",86563.55,0.08656355,1985-01-01
"763",1985,"New Mexico","Mineral","Upper Basin","Yes",4048,0.004048,1985-01-01
"764",1985,"New Mexico","Municipal and Industrial","Upper Basin","Yes",6872.73411509069,0.00687273411509069,1985-01-01
"765",1985,"New Mexico","Power","Upper Basin","Yes",45424.278,0.045424278,1985-01-01
"766",1985,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",33007.75,0.03300775,1985-01-01
"767",1985,"Utah","Agriculture","Upper Basin","Yes",583508.338625974,0.583508338625974,1985-01-01
"768",1985,"Utah","Export","Upper Basin","Yes",61757.3204365159,0.0617573204365159,1985-01-01
"769",1985,"Utah","Import","Upper Basin","Yes",-6144.10769467291,-0.00614410769467291,1985-01-01
"770",1985,"Utah","Mineral","Upper Basin","Yes",5221.04,0.00522104,1985-01-01
"771",1985,"Utah","Municipal and Industrial","Upper Basin","Yes",12168.9642036573,0.0121689642036573,1985-01-01
"772",1985,"Utah","Power","Upper Basin","Yes",23005,0.023005,1985-01-01
"773",1985,"Utah","Reservoir Evaporation","Upper Basin","Yes",144891.686763315,0.144891686763315,1985-01-01
"774",1985,"Wyoming","Agriculture","Upper Basin","Yes",249662.655668645,0.249662655668645,1985-01-01
"775",1985,"Wyoming","Export","Upper Basin","Yes",11347,0.011347,1985-01-01
"776",1985,"Wyoming","Import","Upper Basin","Yes",0,0,1985-01-01
"777",1985,"Wyoming","Mineral","Upper Basin","Yes",5546,0.005546,1985-01-01
"778",1985,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4687.32803265544,0.00468732803265544,1985-01-01
"779",1985,"Wyoming","Power","Upper Basin","Yes",35495.6,0.0354956,1985-01-01
"780",1985,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",40086.8035346762,0.0400868035346762,1985-01-01
"781",1986,"Arizona","Agriculture","Lower Basin","Yes",1080088,1.080088,1986-01-01
"782",1986,"Arizona","Agriculture","Upper Basin","Yes",6540.52536842324,0.00654052536842324,1986-01-01
"783",1986,"Arizona","Export","Lower Basin","Yes",0,0,1986-01-01
"784",1986,"Arizona","Export","Upper Basin","Yes",0,0,1986-01-01
"785",1986,"Arizona","Export Within System","Lower Basin","Yes",111864,0.111864,1986-01-01
"786",1986,"Arizona","Import","Upper Basin","Yes",0,0,1986-01-01
"787",1986,"Arizona","Mineral","Upper Basin","Yes",0,0,1986-01-01
"788",1986,"Arizona","Municipal and Industrial","Lower Basin","Yes",21021,0.021021,1986-01-01
"789",1986,"Arizona","Municipal and Industrial","Upper Basin","Yes",6853.389,0.006853389,1986-01-01
"790",1986,"Arizona","Power","Lower Basin","Yes",0,0,1986-01-01
"791",1986,"Arizona","Power","Upper Basin","Yes",20407,0.020407,1986-01-01
"792",1986,"Arizona","Reservoir Evaporation","Upper Basin","Yes",5257.695316,0.005257695316,1986-01-01
"793",1986,"California","Agriculture","Lower Basin","Yes",403223,0.403223,1986-01-01
"794",1986,"California","Export","Lower Basin","Yes",4270046,4.270046,1986-01-01
"795",1986,"California","Export Within System","Lower Basin","Yes",0,0,1986-01-01
"796",1986,"California","Municipal and Industrial","Lower Basin","Yes",2665,0.002665,1986-01-01
"797",1986,"California","Power","Lower Basin","Yes",0,0,1986-01-01
"798",1986,"Colorado","Agriculture","Upper Basin","Yes",1174424.106963,1.174424106963,1986-01-01
"799",1986,"Colorado","Export","Upper Basin","Yes",654457.29,0.65445729,1986-01-01
"800",1986,"Colorado","Import","Upper Basin","Yes",-144382.87,-0.14438287,1986-01-01
"801",1986,"Colorado","Mineral","Upper Basin","Yes",4913.6,0.0049136,1986-01-01
"802",1986,"Colorado","Municipal and Industrial","Upper Basin","Yes",24880.9837616571,0.0248809837616571,1986-01-01
"803",1986,"Colorado","Power","Upper Basin","Yes",15533.8613333333,0.0155338613333333,1986-01-01
"804",1986,"Colorado","Reservoir Evaporation","Upper Basin","Yes",80679.2257729512,0.0806792257729512,1986-01-01
"805",1986,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",647437.5161178,0.6474375161178,1986-01-01
"806",1986,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1177998,1.177998,1986-01-01
"807",1986,"Mexico","Mexico Deliveries","Mexico","Yes",11008720,11.00872,1986-01-01
"808",1986,"Nevada","Agriculture","Lower Basin","Yes",5,5e-06,1986-01-01
"809",1986,"Nevada","Export","Lower Basin","Yes",0,0,1986-01-01
"810",1986,"Nevada","Export Within System","Lower Basin","Yes",0,0,1986-01-01
"811",1986,"Nevada","Municipal and Industrial","Lower Basin","Yes",100641,0.100641,1986-01-01
"812",1986,"Nevada","Power","Lower Basin","Yes",11453,0.011453,1986-01-01
"813",1986,"New Mexico","Agriculture","Upper Basin","Yes",273597.040520736,0.273597040520736,1986-01-01
"814",1986,"New Mexico","Export","Upper Basin","Yes",83864.94,0.08386494,1986-01-01
"815",1986,"New Mexico","Mineral","Upper Basin","Yes",3425.44,0.00342544,1986-01-01
"816",1986,"New Mexico","Municipal and Industrial","Upper Basin","Yes",7883.56349978837,0.00788356349978837,1986-01-01
"817",1986,"New Mexico","Power","Upper Basin","Yes",39460.011,0.039460011,1986-01-01
"818",1986,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",31957.7859776,0.0319577859776,1986-01-01
"819",1986,"Utah","Agriculture","Upper Basin","Yes",561319.373926747,0.561319373926747,1986-01-01
"820",1986,"Utah","Export","Upper Basin","Yes",70922.8655765199,0.0709228655765199,1986-01-01
"821",1986,"Utah","Import","Upper Basin","Yes",-5750.32992543623,-0.00575032992543623,1986-01-01
"822",1986,"Utah","Mineral","Upper Basin","Yes",4047.2,0.0040472,1986-01-01
"823",1986,"Utah","Municipal and Industrial","Upper Basin","Yes",12226.4367439637,0.0122264367439637,1986-01-01
"824",1986,"Utah","Power","Upper Basin","Yes",23416.538,0.023416538,1986-01-01
"825",1986,"Utah","Reservoir Evaporation","Upper Basin","Yes",150401.300451954,0.150401300451954,1986-01-01
"826",1986,"Wyoming","Agriculture","Upper Basin","Yes",384280.322060064,0.384280322060064,1986-01-01
"827",1986,"Wyoming","Export","Upper Basin","Yes",13647,0.013647,1986-01-01
"828",1986,"Wyoming","Import","Upper Basin","Yes",0,0,1986-01-01
"829",1986,"Wyoming","Mineral","Upper Basin","Yes",6285.84,0.00628584,1986-01-01
"830",1986,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4517.91725500513,0.00451791725500513,1986-01-01
"831",1986,"Wyoming","Power","Upper Basin","Yes",31576,0.031576,1986-01-01
"832",1986,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",31083.4646621399,0.0310834646621399,1986-01-01
"833",1987,"Arizona","Agriculture","Lower Basin","Yes",1142329,1.142329,1987-01-01
"834",1987,"Arizona","Agriculture","Upper Basin","Yes",5755.47792411507,0.00575547792411507,1987-01-01
"835",1987,"Arizona","Export","Lower Basin","Yes",0,0,1987-01-01
"836",1987,"Arizona","Export","Upper Basin","Yes",0,0,1987-01-01
"837",1987,"Arizona","Export Within System","Lower Basin","Yes",321341,0.321341,1987-01-01
"838",1987,"Arizona","Import","Upper Basin","Yes",0,0,1987-01-01
"839",1987,"Arizona","Mineral","Upper Basin","Yes",0,0,1987-01-01
"840",1987,"Arizona","Municipal and Industrial","Lower Basin","Yes",22172,0.022172,1987-01-01
"841",1987,"Arizona","Municipal and Industrial","Upper Basin","Yes",6684.294,0.006684294,1987-01-01
"842",1987,"Arizona","Power","Lower Basin","Yes",0,0,1987-01-01
"843",1987,"Arizona","Power","Upper Basin","Yes",18980,0.01898,1987-01-01
"844",1987,"Arizona","Reservoir Evaporation","Upper Basin","Yes",5549.210364,0.005549210364,1987-01-01
"845",1987,"California","Agriculture","Lower Basin","Yes",411210,0.41121,1987-01-01
"846",1987,"California","Export","Lower Basin","Yes",4399551,4.399551,1987-01-01
"847",1987,"California","Export Within System","Lower Basin","Yes",0,0,1987-01-01
"848",1987,"California","Municipal and Industrial","Lower Basin","Yes",2721,0.002721,1987-01-01
"849",1987,"California","Power","Lower Basin","Yes",0,0,1987-01-01
"850",1987,"Colorado","Agriculture","Upper Basin","Yes",1368791.64451692,1.36879164451692,1987-01-01
"851",1987,"Colorado","Export","Upper Basin","Yes",529488.34,0.52948834,1987-01-01
"852",1987,"Colorado","Import","Upper Basin","Yes",-139941.09,-0.13994109,1987-01-01
"853",1987,"Colorado","Mineral","Upper Basin","Yes",4273.6,0.0042736,1987-01-01
"854",1987,"Colorado","Municipal and Industrial","Upper Basin","Yes",24060.4342711767,0.0240604342711767,1987-01-01
"855",1987,"Colorado","Power","Upper Basin","Yes",13945.1195666667,0.0139451195666667,1987-01-01
"856",1987,"Colorado","Reservoir Evaporation","Upper Basin","Yes",87039.7421868955,0.0870397421868955,1987-01-01
"857",1987,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",649062.0265356,0.6490620265356,1987-01-01
"858",1987,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1177284,1.177284,1987-01-01
"859",1987,"Mexico","Mexico Deliveries","Mexico","Yes",6375973,6.375973,1987-01-01
"860",1987,"Nevada","Agriculture","Lower Basin","Yes",7,7e-06,1987-01-01
"861",1987,"Nevada","Export","Lower Basin","Yes",0,0,1987-01-01
"862",1987,"Nevada","Export Within System","Lower Basin","Yes",0,0,1987-01-01
"863",1987,"Nevada","Municipal and Industrial","Lower Basin","Yes",93838,0.093838,1987-01-01
"864",1987,"Nevada","Power","Lower Basin","Yes",13243,0.013243,1987-01-01
"865",1987,"New Mexico","Agriculture","Upper Basin","Yes",220400.64360256,0.22040064360256,1987-01-01
"866",1987,"New Mexico","Export","Upper Basin","Yes",78862.4,0.0788624,1987-01-01
"867",1987,"New Mexico","Mineral","Upper Basin","Yes",2669.44,0.00266944,1987-01-01
"868",1987,"New Mexico","Municipal and Industrial","Upper Basin","Yes",9217.6985994444,0.0092176985994444,1987-01-01
"869",1987,"New Mexico","Power","Upper Basin","Yes",43689.198,0.043689198,1987-01-01
"870",1987,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",26975.31,0.02697531,1987-01-01
"871",1987,"Utah","Agriculture","Upper Basin","Yes",525354.590911631,0.525354590911631,1987-01-01
"872",1987,"Utah","Export","Upper Basin","Yes",121071.680620404,0.121071680620404,1987-01-01
"873",1987,"Utah","Import","Upper Basin","Yes",-6129.25090322084,-0.00612925090322084,1987-01-01
"874",1987,"Utah","Mineral","Upper Basin","Yes",4017.2,0.0040172,1987-01-01
"875",1987,"Utah","Municipal and Industrial","Upper Basin","Yes",11533.7336244471,0.0115337336244471,1987-01-01
"876",1987,"Utah","Power","Upper Basin","Yes",31672.886,0.031672886,1987-01-01
"877",1987,"Utah","Reservoir Evaporation","Upper Basin","Yes",153426.936760225,0.153426936760225,1987-01-01
"878",1987,"Wyoming","Agriculture","Upper Basin","Yes",375477.957204373,0.375477957204373,1987-01-01
"879",1987,"Wyoming","Export","Upper Basin","Yes",9889,0.009889,1987-01-01
"880",1987,"Wyoming","Import","Upper Basin","Yes",0,0,1987-01-01
"881",1987,"Wyoming","Mineral","Upper Basin","Yes",8569.84,0.00856984,1987-01-01
"882",1987,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4411.43941771024,0.00441143941771024,1987-01-01
"883",1987,"Wyoming","Power","Upper Basin","Yes",37066,0.037066,1987-01-01
"884",1987,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",27956.9911347667,0.0279569911347667,1987-01-01
"885",1988,"Arizona","Agriculture","Lower Basin","Yes",1185745,1.185745,1988-01-01
"886",1988,"Arizona","Agriculture","Upper Basin","Yes",5591.48009524233,0.00559148009524234,1988-01-01
"887",1988,"Arizona","Export","Lower Basin","Yes",0,0,1988-01-01
"888",1988,"Arizona","Export","Upper Basin","Yes",0,0,1988-01-01
"889",1988,"Arizona","Export Within System","Lower Basin","Yes",488065,0.488065,1988-01-01
"890",1988,"Arizona","Import","Upper Basin","Yes",0,0,1988-01-01
"891",1988,"Arizona","Mineral","Upper Basin","Yes",0,0,1988-01-01
"892",1988,"Arizona","Municipal and Industrial","Lower Basin","Yes",22393,0.022393,1988-01-01
"893",1988,"Arizona","Municipal and Industrial","Upper Basin","Yes",7416.717,0.007416717,1988-01-01
"894",1988,"Arizona","Power","Lower Basin","Yes",0,0,1988-01-01
"895",1988,"Arizona","Power","Upper Basin","Yes",23629,0.023629,1988-01-01
"896",1988,"Arizona","Reservoir Evaporation","Upper Basin","Yes",5184.56076,0.00518456076,1988-01-01
"897",1988,"California","Agriculture","Lower Basin","Yes",434722,0.434722,1988-01-01
"898",1988,"California","Export","Lower Basin","Yes",4360553,4.360553,1988-01-01
"899",1988,"California","Export Within System","Lower Basin","Yes",0,0,1988-01-01
"900",1988,"California","Municipal and Industrial","Lower Basin","Yes",3317,0.003317,1988-01-01
"901",1988,"California","Power","Lower Basin","Yes",0,0,1988-01-01
"902",1988,"Colorado","Agriculture","Upper Basin","Yes",1559927.72523669,1.55992772523669,1988-01-01
"903",1988,"Colorado","Export","Upper Basin","Yes",661980.96,0.66198096,1988-01-01
"904",1988,"Colorado","Import","Upper Basin","Yes",-157442.62,-0.15744262,1988-01-01
"905",1988,"Colorado","Mineral","Upper Basin","Yes",3633.6,0.0036336,1988-01-01
"906",1988,"Colorado","Municipal and Industrial","Upper Basin","Yes",23551.4379292109,0.0235514379292109,1988-01-01
"907",1988,"Colorado","Power","Upper Basin","Yes",17964.1555,0.0179641555,1988-01-01
"908",1988,"Colorado","Reservoir Evaporation","Upper Basin","Yes",86849.6378264156,0.0868496378264157,1988-01-01
"909",1988,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",638871.787884,0.638871787884,1988-01-01
"910",1988,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1122180,1.12218,1988-01-01
"911",1988,"Mexico","Mexico Deliveries","Mexico","Yes",2903058,2.903058,1988-01-01
"912",1988,"Nevada","Agriculture","Lower Basin","Yes",18,1.8e-05,1988-01-01
"913",1988,"Nevada","Export","Lower Basin","Yes",0,0,1988-01-01
"914",1988,"Nevada","Export Within System","Lower Basin","Yes",0,0,1988-01-01
"915",1988,"Nevada","Municipal and Industrial","Lower Basin","Yes",105135,0.105135,1988-01-01
"916",1988,"Nevada","Power","Lower Basin","Yes",15126,0.015126,1988-01-01
"917",1988,"New Mexico","Agriculture","Upper Basin","Yes",209795.30814344,0.20979530814344,1988-01-01
"918",1988,"New Mexico","Export","Upper Basin","Yes",59884.07,0.05988407,1988-01-01
"919",1988,"New Mexico","Mineral","Upper Basin","Yes",1913.44,0.00191344,1988-01-01
"920",1988,"New Mexico","Municipal and Industrial","Upper Basin","Yes",10563.2698540026,0.0105632698540026,1988-01-01
"921",1988,"New Mexico","Power","Upper Basin","Yes",39380.916,0.039380916,1988-01-01
"922",1988,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",25799.9047425,0.0257999047425,1988-01-01
"923",1988,"Utah","Agriculture","Upper Basin","Yes",502639.259219586,0.502639259219586,1988-01-01
"924",1988,"Utah","Export","Upper Basin","Yes",123299.075290703,0.123299075290703,1988-01-01
"925",1988,"Utah","Import","Upper Basin","Yes",-5990.57137366439,-0.00599057137366439,1988-01-01
"926",1988,"Utah","Mineral","Upper Basin","Yes",3987.2,0.0039872,1988-01-01
"927",1988,"Utah","Municipal and Industrial","Upper Basin","Yes",10844.8845225055,0.0108448845225055,1988-01-01
"928",1988,"Utah","Power","Upper Basin","Yes",35908.386,0.035908386,1988-01-01
"929",1988,"Utah","Reservoir Evaporation","Upper Basin","Yes",149671.325145281,0.149671325145281,1988-01-01
"930",1988,"Wyoming","Agriculture","Upper Basin","Yes",466046.638321474,0.466046638321474,1988-01-01
"931",1988,"Wyoming","Export","Upper Basin","Yes",7218,0.007218,1988-01-01
"932",1988,"Wyoming","Import","Upper Basin","Yes",0,0,1988-01-01
"933",1988,"Wyoming","Mineral","Upper Basin","Yes",10853.84,0.01085384,1988-01-01
"934",1988,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4241.04024642755,0.00424104024642755,1988-01-01
"935",1988,"Wyoming","Power","Upper Basin","Yes",40351,0.040351,1988-01-01
"936",1988,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",25784.8479236867,0.0257848479236867,1988-01-01
"937",1989,"Arizona","Agriculture","Lower Basin","Yes",1232612,1.232612,1989-01-01
"938",1989,"Arizona","Agriculture","Upper Basin","Yes",5435.05033888358,0.00543505033888358,1989-01-01
"939",1989,"Arizona","Export","Lower Basin","Yes",0,0,1989-01-01
"940",1989,"Arizona","Export","Upper Basin","Yes",0,0,1989-01-01
"941",1989,"Arizona","Export Within System","Lower Basin","Yes",746833,0.746833,1989-01-01
"942",1989,"Arizona","Import","Upper Basin","Yes",0,0,1989-01-01
"943",1989,"Arizona","Mineral","Upper Basin","Yes",0,0,1989-01-01
"944",1989,"Arizona","Municipal and Industrial","Lower Basin","Yes",24455,0.024455,1989-01-01
"945",1989,"Arizona","Municipal and Industrial","Upper Basin","Yes",7500.196,0.007500196,1989-01-01
"946",1989,"Arizona","Power","Lower Basin","Yes",0,0,1989-01-01
"947",1989,"Arizona","Power","Upper Basin","Yes",23249,0.023249,1989-01-01
"948",1989,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3045.98616,0.00304598616,1989-01-01
"949",1989,"California","Agriculture","Lower Basin","Yes",465663,0.465663,1989-01-01
"950",1989,"California","Export","Lower Basin","Yes",4550415,4.550415,1989-01-01
"951",1989,"California","Export Within System","Lower Basin","Yes",0,0,1989-01-01
"952",1989,"California","Municipal and Industrial","Lower Basin","Yes",3692,0.003692,1989-01-01
"953",1989,"California","Power","Lower Basin","Yes",0,0,1989-01-01
"954",1989,"Colorado","Agriculture","Upper Basin","Yes",1741103.4033028,1.7411034033028,1989-01-01
"955",1989,"Colorado","Export","Upper Basin","Yes",741581.63,0.74158163,1989-01-01
"956",1989,"Colorado","Import","Upper Basin","Yes",-182565.82,-0.18256582,1989-01-01
"957",1989,"Colorado","Mineral","Upper Basin","Yes",2993.6,0.0029936,1989-01-01
"958",1989,"Colorado","Municipal and Industrial","Upper Basin","Yes",23247.2758177573,0.0232472758177573,1989-01-01
"959",1989,"Colorado","Power","Upper Basin","Yes",17923.7481333333,0.0179237481333333,1989-01-01
"960",1989,"Colorado","Reservoir Evaporation","Upper Basin","Yes",88087.6069197389,0.0880876069197389,1989-01-01
"961",1989,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",594820.1288957,0.5948201288957,1989-01-01
"962",1989,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1164179,1.164179,1989-01-01
"963",1989,"Mexico","Mexico Deliveries","Mexico","Yes",1809865,1.809865,1989-01-01
"964",1989,"Nevada","Agriculture","Lower Basin","Yes",7,7e-06,1989-01-01
"965",1989,"Nevada","Export","Lower Basin","Yes",0,0,1989-01-01
"966",1989,"Nevada","Export Within System","Lower Basin","Yes",0,0,1989-01-01
"967",1989,"Nevada","Municipal and Industrial","Lower Basin","Yes",133205,0.133205,1989-01-01
"968",1989,"Nevada","Power","Lower Basin","Yes",15463,0.015463,1989-01-01
"969",1989,"New Mexico","Agriculture","Upper Basin","Yes",244919.363612908,0.244919363612908,1989-01-01
"970",1989,"New Mexico","Export","Upper Basin","Yes",46273.23,0.04627323,1989-01-01
"971",1989,"New Mexico","Mineral","Upper Basin","Yes",1157.44,0.00115744,1989-01-01
"972",1989,"New Mexico","Municipal and Industrial","Upper Basin","Yes",11985.5764545167,0.0119855764545167,1989-01-01
"973",1989,"New Mexico","Power","Upper Basin","Yes",48559.669,0.048559669,1989-01-01
"974",1989,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",28395.2999814,0.0283952999814,1989-01-01
"975",1989,"Utah","Agriculture","Upper Basin","Yes",501158.924067609,0.501158924067609,1989-01-01
"976",1989,"Utah","Export","Upper Basin","Yes",144011.363941275,0.144011363941275,1989-01-01
"977",1989,"Utah","Import","Upper Basin","Yes",-4031,-0.004031,1989-01-01
"978",1989,"Utah","Mineral","Upper Basin","Yes",3957.2,0.0039572,1989-01-01
"979",1989,"Utah","Municipal and Industrial","Upper Basin","Yes",10252.9219362803,0.0102529219362803,1989-01-01
"980",1989,"Utah","Power","Upper Basin","Yes",33443.546,0.033443546,1989-01-01
"981",1989,"Utah","Reservoir Evaporation","Upper Basin","Yes",142038.085683464,0.142038085683464,1989-01-01
"982",1989,"Wyoming","Agriculture","Upper Basin","Yes",379654.392606054,0.379654392606054,1989-01-01
"983",1989,"Wyoming","Export","Upper Basin","Yes",14219,0.014219,1989-01-01
"984",1989,"Wyoming","Import","Upper Basin","Yes",0,0,1989-01-01
"985",1989,"Wyoming","Mineral","Upper Basin","Yes",13137.84,0.01313784,1989-01-01
"986",1989,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4196.59193365385,0.00419659193365385,1989-01-01
