"","Water_Year","State","Category","Region","Apportionment_Countable","Consumptive_Use","Consumptive_Use_MAF","Date"
"1338",1996,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",29585.2235628,0.0295852235628,1996-01-01
"1339",1996,"Utah","Agriculture","Upper Basin","Yes",731084.116965506,0.731084116965506,1996-01-01
"1340",1996,"Utah","Export","Upper Basin","Yes",131224.769088585,0.131224769088585,1996-01-01
"1341",1996,"Utah","Import","Upper Basin","Yes",-4845,-0.004845,1996-01-01
"1342",1996,"Utah","Mineral","Upper Basin","Yes",4129.94459553193,0.00412994459553193,1996-01-01
"1343",1996,"Utah","Municipal and Industrial","Upper Basin","Yes",10181.0099975193,0.0101810099975193,1996-01-01
"1344",1996,"Utah","Power","Upper Basin","Yes",39978.172,0.039978172,1996-01-01
"1345",1996,"Utah","Reservoir Evaporation","Upper Basin","Yes",157356.222174252,0.157356222174252,1996-01-01
"1346",1996,"Wyoming","Agriculture","Upper Basin","Yes",563228.416319666,0.563228416319666,1996-01-01
"1347",1996,"Wyoming","Export","Upper Basin","Yes",18804,0.018804,1996-01-01
"1348",1996,"Wyoming","Import","Upper Basin","Yes",0,0,1996-01-01
"1349",1996,"Wyoming","Mineral","Upper Basin","Yes",2608.53622116978,0.00260853622116979,1996-01-01
"1350",1996,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4141.12340879721,0.00414112340879721,1996-01-01
"1351",1996,"Wyoming","Power","Upper Basin","Yes",36044.66,0.03604466,1996-01-01
"1352",1996,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",33220.7905193432,0.0332207905193432,1996-01-01
"1353",1997,"Arizona","Agriculture","Lower Basin","Yes",1279651,1.279651,1997-01-01
"1354",1997,"Arizona","Agriculture","Upper Basin","Yes",1308.25409357002,0.00130825409357002,1997-01-01
"1355",1997,"Arizona","Export","Lower Basin","Yes",0,0,1997-01-01
"1356",1997,"Arizona","Export","Upper Basin","Yes",0,0,1997-01-01
"1357",1997,"Arizona","Export Within System","Lower Basin","Yes",1134980,1.13498,1997-01-01
"1358",1997,"Arizona","Import","Upper Basin","Yes",0,0,1997-01-01
"1359",1997,"Arizona","Mineral","Upper Basin","Yes",0,0,1997-01-01
"1360",1997,"Arizona","Municipal and Industrial","Lower Basin","Yes",35610,0.03561,1997-01-01
"1361",1997,"Arizona","Municipal and Industrial","Upper Basin","Yes",5061.11374609898,0.00506111374609898,1997-01-01
"1362",1997,"Arizona","Power","Lower Basin","Yes",0,0,1997-01-01
"1363",1997,"Arizona","Power","Upper Basin","Yes",21788,0.021788,1997-01-01
"1364",1997,"Arizona","Reservoir Evaporation","Upper Basin","Yes",5701.11929106334,0.00570111929106334,1997-01-01
"1365",1997,"California","Agriculture","Lower Basin","Yes",461103,0.461103,1997-01-01
"1366",1997,"California","Export","Lower Basin","Yes",4765075,4.765075,1997-01-01
"1367",1997,"California","Export Within System","Lower Basin","Yes",0,0,1997-01-01
"1368",1997,"California","Municipal and Industrial","Lower Basin","Yes",3562,0.003562,1997-01-01
"1369",1997,"California","Power","Lower Basin","Yes",0,0,1997-01-01
"1370",1997,"Colorado","Agriculture","Upper Basin","Yes",905658.985497165,0.905658985497165,1997-01-01
"1371",1997,"Colorado","Export","Upper Basin","Yes",715643.74,0.71564374,1997-01-01
"1372",1997,"Colorado","Import","Upper Basin","Yes",-183253.68,-0.18325368,1997-01-01
"1373",1997,"Colorado","Mineral","Upper Basin","Yes",3989.60957263727,0.00398960957263727,1997-01-01
"1374",1997,"Colorado","Municipal and Industrial","Upper Basin","Yes",35582.757507687,0.035582757507687,1997-01-01
"1375",1997,"Colorado","Power","Upper Basin","Yes",21621.9735,0.0216219735,1997-01-01
"1376",1997,"Colorado","Reservoir Evaporation","Upper Basin","Yes",87824.5740151752,0.0878245740151752,1997-01-01
"1377",1997,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",618768.8304307,0.6187688304307,1997-01-01
"1378",1997,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1136176,1.136176,1997-01-01
"1379",1997,"Mexico","Mexico Deliveries","Mexico","Yes",2735432,2.735432,1997-01-01
"1380",1997,"Nevada","Agriculture","Lower Basin","Yes",1233,0.001233,1997-01-01
"1381",1997,"Nevada","Export","Lower Basin","Yes",0,0,1997-01-01
"1382",1997,"Nevada","Export Within System","Lower Basin","Yes",0,0,1997-01-01
"1383",1997,"Nevada","Municipal and Industrial","Lower Basin","Yes",217575,0.217575,1997-01-01
"1384",1997,"Nevada","Power","Lower Basin","Yes",13660,0.01366,1997-01-01
"1385",1997,"New Mexico","Agriculture","Upper Basin","Yes",134090.973483337,0.134090973483337,1997-01-01
"1386",1997,"New Mexico","Export","Upper Basin","Yes",136000,0.136,1997-01-01
"1387",1997,"New Mexico","Mineral","Upper Basin","Yes",493.44,0.00049344,1997-01-01
"1388",1997,"New Mexico","Municipal and Industrial","Upper Basin","Yes",9964.79436024061,0.00996479436024061,1997-01-01
"1389",1997,"New Mexico","Power","Upper Basin","Yes",46523.51,0.04652351,1997-01-01
"1390",1997,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",29495.71,0.02949571,1997-01-01
"1391",1997,"Utah","Agriculture","Upper Basin","Yes",507686.764761809,0.507686764761809,1997-01-01
"1392",1997,"Utah","Export","Upper Basin","Yes",135365.022764706,0.135365022764706,1997-01-01
"1393",1997,"Utah","Import","Upper Basin","Yes",-5494,-0.005494,1997-01-01
"1394",1997,"Utah","Mineral","Upper Basin","Yes",3708.81906333711,0.00370881906333711,1997-01-01
"1395",1997,"Utah","Municipal and Industrial","Upper Basin","Yes",10717.6173578937,0.0107176173578937,1997-01-01
"1396",1997,"Utah","Power","Upper Basin","Yes",38027.056,0.038027056,1997-01-01
"1397",1997,"Utah","Reservoir Evaporation","Upper Basin","Yes",160090.691422198,0.160090691422198,1997-01-01
"1398",1997,"Wyoming","Agriculture","Upper Basin","Yes",444114.561861652,0.444114561861652,1997-01-01
"1399",1997,"Wyoming","Export","Upper Basin","Yes",15909,0.015909,1997-01-01
"1400",1997,"Wyoming","Import","Upper Basin","Yes",0,0,1997-01-01
"1401",1997,"Wyoming","Mineral","Upper Basin","Yes",2251.34703849845,0.00225134703849845,1997-01-01
"1402",1997,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4471.81533530977,0.00447181533530977,1997-01-01
"1403",1997,"Wyoming","Power","Upper Basin","Yes",40431.24,0.04043124,1997-01-01
"1404",1997,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",34191.0297832238,0.0341910297832238,1997-01-01
"1405",1998,"Arizona","Agriculture","Lower Basin","Yes",1142530,1.14253,1998-01-01
"1406",1998,"Arizona","Agriculture","Upper Basin","Yes",1590.30883846373,0.00159030883846373,1998-01-01
"1407",1998,"Arizona","Export","Lower Basin","Yes",0,0,1998-01-01
"1408",1998,"Arizona","Export","Upper Basin","Yes",0,0,1998-01-01
"1409",1998,"Arizona","Export Within System","Lower Basin","Yes",1365144,1.365144,1998-01-01
"1410",1998,"Arizona","Import","Upper Basin","Yes",0,0,1998-01-01
"1411",1998,"Arizona","Mineral","Upper Basin","Yes",0,0,1998-01-01
"1412",1998,"Arizona","Municipal and Industrial","Lower Basin","Yes",34012,0.034012,1998-01-01
"1413",1998,"Arizona","Municipal and Industrial","Upper Basin","Yes",5212.01836913182,0.00521201836913182,1998-01-01
"1414",1998,"Arizona","Power","Lower Basin","Yes",0,0,1998-01-01
"1415",1998,"Arizona","Power","Upper Basin","Yes",24478,0.024478,1998-01-01
"1416",1998,"Arizona","Reservoir Evaporation","Upper Basin","Yes",5287.99911859886,0.00528799911859886,1998-01-01
"1417",1998,"California","Agriculture","Lower Basin","Yes",413095,0.413095,1998-01-01
"1418",1998,"California","Export","Lower Basin","Yes",4475454,4.475454,1998-01-01
"1419",1998,"California","Export Within System","Lower Basin","Yes",0,0,1998-01-01
"1420",1998,"California","Municipal and Industrial","Lower Basin","Yes",6655,0.006655,1998-01-01
"1421",1998,"California","Power","Lower Basin","Yes",0,0,1998-01-01
"1422",1998,"Colorado","Agriculture","Upper Basin","Yes",1245424.45188347,1.24542445188347,1998-01-01
"1423",1998,"Colorado","Export","Upper Basin","Yes",660783.51,0.66078351,1998-01-01
"1424",1998,"Colorado","Import","Upper Basin","Yes",-218734.5,-0.2187345,1998-01-01
"1425",1998,"Colorado","Mineral","Upper Basin","Yes",3995.06961390844,0.00399506961390844,1998-01-01
"1426",1998,"Colorado","Municipal and Industrial","Upper Basin","Yes",37465.6375549822,0.0374656375549822,1998-01-01
"1427",1998,"Colorado","Power","Upper Basin","Yes",21431.914,0.021431914,1998-01-01
"1428",1998,"Colorado","Reservoir Evaporation","Upper Basin","Yes",97036.3233646432,0.0970363233646432,1998-01-01
"1429",1998,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",640568.0362698,0.6405680362698,1998-01-01
"1430",1998,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1143306,1.143306,1998-01-01
"1431",1998,"Mexico","Mexico Deliveries","Mexico","Yes",3871075,3.871075,1998-01-01
"1432",1998,"Nevada","Agriculture","Lower Basin","Yes",1710,0.00171,1998-01-01
"1433",1998,"Nevada","Export","Lower Basin","Yes",0,0,1998-01-01
"1434",1998,"Nevada","Export Within System","Lower Basin","Yes",0,0,1998-01-01
"1435",1998,"Nevada","Municipal and Industrial","Lower Basin","Yes",192674,0.192674,1998-01-01
"1436",1998,"Nevada","Power","Lower Basin","Yes",11930,0.01193,1998-01-01
"1437",1998,"New Mexico","Agriculture","Upper Basin","Yes",189725.809458786,0.189725809458786,1998-01-01
"1438",1998,"New Mexico","Export","Upper Basin","Yes",95388,0.095388,1998-01-01
"1439",1998,"New Mexico","Mineral","Upper Basin","Yes",387.44,0.00038744,1998-01-01
"1440",1998,"New Mexico","Municipal and Industrial","Upper Basin","Yes",10175.7446679003,0.0101757446679003,1998-01-01
"1441",1998,"New Mexico","Power","Upper Basin","Yes",44650.956,0.044650956,1998-01-01
"1442",1998,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",31297.13,0.03129713,1998-01-01
"1443",1998,"Utah","Agriculture","Upper Basin","Yes",574552.512670803,0.574552512670803,1998-01-01
"1444",1998,"Utah","Export","Upper Basin","Yes",128383.184881324,0.128383184881324,1998-01-01
"1445",1998,"Utah","Import","Upper Basin","Yes",-6544,-0.006544,1998-01-01
"1446",1998,"Utah","Mineral","Upper Basin","Yes",3287.69353114228,0.00328769353114228,1998-01-01
"1447",1998,"Utah","Municipal and Industrial","Upper Basin","Yes",11213.6582102566,0.0112136582102566,1998-01-01
"1448",1998,"Utah","Power","Upper Basin","Yes",36354.2632858605,0.0363542632858605,1998-01-01
"1449",1998,"Utah","Reservoir Evaporation","Upper Basin","Yes",165130.445250323,0.165130445250323,1998-01-01
"1450",1998,"Wyoming","Agriculture","Upper Basin","Yes",399147.678729461,0.399147678729461,1998-01-01
"1451",1998,"Wyoming","Export","Upper Basin","Yes",16660,0.01666,1998-01-01
"1452",1998,"Wyoming","Import","Upper Basin","Yes",0,0,1998-01-01
"1453",1998,"Wyoming","Mineral","Upper Basin","Yes",1894.15785582711,0.00189415785582711,1998-01-01
"1454",1998,"Wyoming","Municipal and Industrial","Upper Basin","Yes",4822.46418940945,0.00482246418940946,1998-01-01
"1455",1998,"Wyoming","Power","Upper Basin","Yes",45930.26,0.04593026,1998-01-01
"1456",1998,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",34317.5886152558,0.0343175886152558,1998-01-01
"1457",1999,"Arizona","Agriculture","Lower Basin","Yes",1132760,1.13276,1999-01-01
"1458",1999,"Arizona","Agriculture","Upper Basin","Yes",1374.47017953733,0.00137447017953733,1999-01-01
"1459",1999,"Arizona","Export","Lower Basin","Yes",0,0,1999-01-01
"1460",1999,"Arizona","Export","Upper Basin","Yes",0,0,1999-01-01
"1461",1999,"Arizona","Export Within System","Lower Basin","Yes",1334500,1.3345,1999-01-01
"1462",1999,"Arizona","Import","Upper Basin","Yes",0,0,1999-01-01
"1463",1999,"Arizona","Mineral","Upper Basin","Yes",0,0,1999-01-01
"1464",1999,"Arizona","Municipal and Industrial","Lower Basin","Yes",34264,0.034264,1999-01-01
"1465",1999,"Arizona","Municipal and Industrial","Upper Basin","Yes",5299.97213930383,0.00529997213930383,1999-01-01
"1466",1999,"Arizona","Power","Lower Basin","Yes",0,0,1999-01-01
"1467",1999,"Arizona","Power","Upper Basin","Yes",26016,0.026016,1999-01-01
"1468",1999,"Arizona","Reservoir Evaporation","Upper Basin","Yes",4963.66515357787,0.00496366515357787,1999-01-01
"1469",1999,"California","Agriculture","Lower Basin","Yes",461275,0.461275,1999-01-01
"1470",1999,"California","Export","Lower Basin","Yes",4592585,4.592585,1999-01-01
"1471",1999,"California","Export Within System","Lower Basin","Yes",0,0,1999-01-01
"1472",1999,"California","Municipal and Industrial","Lower Basin","Yes",3073,0.003073,1999-01-01
"1473",1999,"California","Power","Lower Basin","Yes",0,0,1999-01-01
"1474",1999,"Colorado","Agriculture","Upper Basin","Yes",1046861.68367977,1.04686168367977,1999-01-01
"1475",1999,"Colorado","Export","Upper Basin","Yes",565789.54,0.56578954,1999-01-01
"1476",1999,"Colorado","Import","Upper Basin","Yes",-182057.83,-0.18205783,1999-01-01
"1477",1999,"Colorado","Mineral","Upper Basin","Yes",4000.52965517962,0.00400052965517962,1999-01-01
"1478",1999,"Colorado","Municipal and Industrial","Upper Basin","Yes",39356.9675457612,0.0393569675457612,1999-01-01
"1479",1999,"Colorado","Power","Upper Basin","Yes",20009.903,0.020009903,1999-01-01
"1480",1999,"Colorado","Reservoir Evaporation","Upper Basin","Yes",99444.8023317628,0.0994448023317628,1999-01-01
"1481",1999,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",638258.8362995,0.6382588362995,1999-01-01
"1482",1999,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1192140,1.19214,1999-01-01
"1483",1999,"Mexico","Mexico Deliveries","Mexico","Yes",3471110,3.47111,1999-01-01
"1484",1999,"Nevada","Agriculture","Lower Basin","Yes",2883,0.002883,1999-01-01
"1485",1999,"Nevada","Export","Lower Basin","Yes",0,0,1999-01-01
"1486",1999,"Nevada","Export Within System","Lower Basin","Yes",0,0,1999-01-01
"1487",1999,"Nevada","Municipal and Industrial","Lower Basin","Yes",228464,0.228464,1999-01-01
"1488",1999,"Nevada","Power","Lower Basin","Yes",13138,0.013138,1999-01-01
"1489",1999,"New Mexico","Agriculture","Upper Basin","Yes",136000.803926324,0.136000803926324,1999-01-01
"1490",1999,"New Mexico","Export","Upper Basin","Yes",117155.7,0.1171557,1999-01-01
"1491",1999,"New Mexico","Mineral","Upper Basin","Yes",281.44,0.00028144,1999-01-01
"1492",1999,"New Mexico","Municipal and Industrial","Upper Basin","Yes",10472.9100817768,0.0104729100817768,1999-01-01
"1493",1999,"New Mexico","Power","Upper Basin","Yes",43496.421,0.043496421,1999-01-01
"1494",1999,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",29654.5599347,0.0296545599347,1999-01-01
"1495",1999,"Utah","Agriculture","Upper Basin","Yes",573234.262540835,0.573234262540835,1999-01-01
"1496",1999,"Utah","Export","Upper Basin","Yes",149732.458082045,0.149732458082045,1999-01-01
"1497",1999,"Utah","Import","Upper Basin","Yes",-6856,-0.006856,1999-01-01
"1498",1999,"Utah","Mineral","Upper Basin","Yes",2866.56799894745,0.00286656799894745,1999-01-01
"1499",1999,"Utah","Municipal and Industrial","Upper Basin","Yes",11701.8321684167,0.0117018321684167,1999-01-01
"1500",1999,"Utah","Power","Upper Basin","Yes",39888.9762323089,0.0398889762323089,1999-01-01
"1501",1999,"Utah","Reservoir Evaporation","Upper Basin","Yes",166086.317604025,0.166086317604025,1999-01-01
"1502",1999,"Wyoming","Agriculture","Upper Basin","Yes",496797.166229241,0.496797166229241,1999-01-01
"1503",1999,"Wyoming","Export","Upper Basin","Yes",15042,0.015042,1999-01-01
"1504",1999,"Wyoming","Import","Upper Basin","Yes",0,0,1999-01-01
"1505",1999,"Wyoming","Mineral","Upper Basin","Yes",1536.96867315578,0.00153696867315578,1999-01-01
"1506",1999,"Wyoming","Municipal and Industrial","Upper Basin","Yes",5155.50327617931,0.00515550327617931,1999-01-01
"1507",1999,"Wyoming","Power","Upper Basin","Yes",43909.45,0.04390945,1999-01-01
"1508",1999,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",34926.0938113764,0.0349260938113764,1999-01-01
"1509",2000,"Arizona","Agriculture","Lower Basin","Yes",1205571,1.205571,2000-01-01
"1510",2000,"Arizona","Agriculture","Upper Basin","Yes",1538.26122522845,0.00153826122522845,2000-01-01
"1511",2000,"Arizona","Export","Lower Basin","Yes",0,0,2000-01-01
"1512",2000,"Arizona","Export","Upper Basin","Yes",0,0,2000-01-01
"1513",2000,"Arizona","Export Within System","Lower Basin","Yes",1359295,1.359295,2000-01-01
"1514",2000,"Arizona","Import","Upper Basin","Yes",0,0,2000-01-01
"1515",2000,"Arizona","Mineral","Upper Basin","Yes",0,0,2000-01-01
"1516",2000,"Arizona","Municipal and Industrial","Lower Basin","Yes",44257,0.044257,2000-01-01
"1517",2000,"Arizona","Municipal and Industrial","Upper Basin","Yes",5213.347073651,0.005213347073651,2000-01-01
"1518",2000,"Arizona","Power","Lower Basin","Yes",0,0,2000-01-01
"1519",2000,"Arizona","Power","Upper Basin","Yes",28994,0.028994,2000-01-01
"1520",2000,"Arizona","Reservoir Evaporation","Upper Basin","Yes",4524.14876196255,0.00452414876196256,2000-01-01
"1521",2000,"California","Agriculture","Lower Basin","Yes",523217,0.523217,2000-01-01
"1522",2000,"California","Export","Lower Basin","Yes",4825354,4.825354,2000-01-01
"1523",2000,"California","Export Within System","Lower Basin","Yes",0,0,2000-01-01
"1524",2000,"California","Municipal and Industrial","Lower Basin","Yes",2004,0.002004,2000-01-01
"1525",2000,"California","Power","Lower Basin","Yes",0,0,2000-01-01
"1526",2000,"Colorado","Agriculture","Upper Basin","Yes",1604636.99900271,1.60463699900271,2000-01-01
"1527",2000,"Colorado","Export","Upper Basin","Yes",797418.15,0.79741815,2000-01-01
"1528",2000,"Colorado","Import","Upper Basin","Yes",-254291.75,-0.25429175,2000-01-01
"1529",2000,"Colorado","Mineral","Upper Basin","Yes",4005.98969645079,0.00400598969645079,2000-01-01
"1530",2000,"Colorado","Municipal and Industrial","Upper Basin","Yes",40966.1125068608,0.0409661125068608,2000-01-01
"1531",2000,"Colorado","Power","Upper Basin","Yes",15166.207,0.015166207,2000-01-01
"1532",2000,"Colorado","Reservoir Evaporation","Upper Basin","Yes",99937.4181488454,0.0999374181488454,2000-01-01
"1533",2000,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",615387.2974339,0.6153872974339,2000-01-01
"1534",2000,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1212894,1.212894,2000-01-01
"1535",2000,"Mexico","Mexico Deliveries","Mexico","Yes",2512892,2.512892,2000-01-01
"1536",2000,"Nevada","Agriculture","Lower Basin","Yes",4192,0.004192,2000-01-01
"1537",2000,"Nevada","Export","Lower Basin","Yes",0,0,2000-01-01
"1538",2000,"Nevada","Export Within System","Lower Basin","Yes",0,0,2000-01-01
"1539",2000,"Nevada","Municipal and Industrial","Lower Basin","Yes",280436,0.280436,2000-01-01
"1540",2000,"Nevada","Power","Lower Basin","Yes",13243,0.013243,2000-01-01
"1541",2000,"New Mexico","Agriculture","Upper Basin","Yes",201687.30783511,0.20168730783511,2000-01-01
"1542",2000,"New Mexico","Export","Upper Basin","Yes",40497.8,0.0404978,2000-01-01
"1543",2000,"New Mexico","Mineral","Upper Basin","Yes",175.44,0.00017544,2000-01-01
"1544",2000,"New Mexico","Municipal and Industrial","Upper Basin","Yes",10578.6469403625,0.0105786469403625,2000-01-01
"1545",2000,"New Mexico","Power","Upper Basin","Yes",46138.886,0.046138886,2000-01-01
"1546",2000,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",28982.88,0.02898288,2000-01-01
"1547",2000,"Utah","Agriculture","Upper Basin","Yes",769405.741840017,0.769405741840017,2000-01-01
"1548",2000,"Utah","Export","Upper Basin","Yes",146584.2862424,0.1465842862424,2000-01-01
"1549",2000,"Utah","Import","Upper Basin","Yes",-3624.30578512397,-0.00362430578512397,2000-01-01
"1550",2000,"Utah","Mineral","Upper Basin","Yes",2445.44246675263,0.00244544246675262,2000-01-01
"1551",2000,"Utah","Municipal and Industrial","Upper Basin","Yes",12152.8712336099,0.0121528712336099,2000-01-01
"1552",2000,"Utah","Power","Upper Basin","Yes",41030.412,0.041030412,2000-01-01
"1553",2000,"Utah","Reservoir Evaporation","Upper Basin","Yes",158260.435915122,0.158260435915122,2000-01-01
"1554",2000,"Wyoming","Agriculture","Upper Basin","Yes",561778.259865945,0.561778259865945,2000-01-01
"1555",2000,"Wyoming","Export","Upper Basin","Yes",17117,0.017117,2000-01-01
"1556",2000,"Wyoming","Import","Upper Basin","Yes",0,0,2000-01-01
"1557",2000,"Wyoming","Mineral","Upper Basin","Yes",1179.77949048444,0.00117977949048444,2000-01-01
"1558",2000,"Wyoming","Municipal and Industrial","Upper Basin","Yes",5474.34380944531,0.00547434380944531,2000-01-01
"1559",2000,"Wyoming","Power","Upper Basin","Yes",40081.64,0.04008164,2000-01-01
"1560",2000,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",31919.6789907124,0.0319196789907124,2000-01-01
"1561",2001,"Arizona","Agriculture","Lower Basin","Yes",1109849,1.109849,2001-01-01
"1562",2001,"Arizona","Agriculture","Upper Basin","Yes",1525.02100396557,0.00152502100396557,2001-01-01
"1563",2001,"Arizona","Export","Lower Basin","Yes",0,0,2001-01-01
"1564",2001,"Arizona","Export","Upper Basin","Yes",0,0,2001-01-01
"1565",2001,"Arizona","Export Within System","Lower Basin","Yes",1596177,1.596177,2001-01-01
"1566",2001,"Arizona","Import","Upper Basin","Yes",0,0,2001-01-01
"1567",2001,"Arizona","Mineral","Upper Basin","Yes",0,0,2001-01-01
"1568",2001,"Arizona","Municipal and Industrial","Lower Basin","Yes",37414,0.037414,2001-01-01
"1569",2001,"Arizona","Municipal and Industrial","Upper Basin","Yes",4974.68810534315,0.00497468810534315,2001-01-01
"1570",2001,"Arizona","Power","Lower Basin","Yes",0,0,2001-01-01
"1571",2001,"Arizona","Power","Upper Basin","Yes",27764,0.027764,2001-01-01
"1572",2001,"Arizona","Reservoir Evaporation","Upper Basin","Yes",4372.36906491136,0.00437236906491136,2001-01-01
"1573",2001,"California","Agriculture","Lower Basin","Yes",484481,0.484481,2001-01-01
"1574",2001,"California","Export","Lower Basin","Yes",4635567,4.635567,2001-01-01
"1575",2001,"California","Export Within System","Lower Basin","Yes",0,0,2001-01-01
"1576",2001,"California","Municipal and Industrial","Lower Basin","Yes",2829,0.002829,2001-01-01
"1577",2001,"California","Power","Lower Basin","Yes",0,0,2001-01-01
"1578",2001,"Colorado","Agriculture","Upper Basin","Yes",1366539.72021802,1.36653972021802,2001-01-01
"1579",2001,"Colorado","Export","Upper Basin","Yes",832071.06,0.83207106,2001-01-01
"1580",2001,"Colorado","Import","Upper Basin","Yes",-229061.28,-0.22906128,2001-01-01
"1581",2001,"Colorado","Mineral","Upper Basin","Yes",3601.16278536328,0.00360116278536328,2001-01-01
"1582",2001,"Colorado","Municipal and Industrial","Upper Basin","Yes",40325.6816847979,0.0403256816847979,2001-01-01
"1583",2001,"Colorado","Power","Upper Basin","Yes",18997.15,0.01899715,2001-01-01
"1584",2001,"Colorado","Reservoir Evaporation","Upper Basin","Yes",95618.3093522793,0.0956183093522793,2001-01-01
"1585",2001,"Lake Powell","Reservoir Evaporation","Upper Basin","Yes",569384.5414474,0.5693845414474,2001-01-01
"1586",2001,"Lower Basin Reservoirs","Reservoir Evaporation","Lower Basin","No",1098445,1.098445,2001-01-01
"1587",2001,"Mexico","Mexico Deliveries","Mexico","Yes",1995159,1.995159,2001-01-01
"1588",2001,"Nevada","Agriculture","Lower Basin","Yes",3396,0.003396,2001-01-01
"1589",2001,"Nevada","Export","Lower Basin","Yes",0,0,2001-01-01
"1590",2001,"Nevada","Export Within System","Lower Basin","Yes",0,0,2001-01-01
"1591",2001,"Nevada","Municipal and Industrial","Lower Basin","Yes",270064,0.270064,2001-01-01
"1592",2001,"Nevada","Power","Lower Basin","Yes",13026,0.013026,2001-01-01
"1593",2001,"New Mexico","Agriculture","Upper Basin","Yes",158845.778308848,0.158845778308848,2001-01-01
"1594",2001,"New Mexico","Export","Upper Basin","Yes",105665.9,0.1056659,2001-01-01
"1595",2001,"New Mexico","Mineral","Upper Basin","Yes",143.744615384615,0.000143744615384615,2001-01-01
"1596",2001,"New Mexico","Municipal and Industrial","Upper Basin","Yes",10839.2972424927,0.0108392972424927,2001-01-01
"1597",2001,"New Mexico","Power","Upper Basin","Yes",44984.905,0.044984905,2001-01-01
"1598",2001,"New Mexico","Reservoir Evaporation","Upper Basin","Yes",27352.0300557849,0.0273520300557849,2001-01-01
"1599",2001,"Utah","Agriculture","Upper Basin","Yes",708056.94394839,0.70805694394839,2001-01-01
"1600",2001,"Utah","Export","Upper Basin","Yes",152076.701967869,0.152076701967869,2001-01-01
"1601",2001,"Utah","Import","Upper Basin","Yes",-5943.2479338843,-0.0059432479338843,2001-01-01
"1602",2001,"Utah","Mineral","Upper Basin","Yes",2093.26436713355,0.00209326436713355,2001-01-01
"1603",2001,"Utah","Municipal and Industrial","Upper Basin","Yes",12140.9360289888,0.0121409360289888,2001-01-01
"1604",2001,"Utah","Power","Upper Basin","Yes",34796.0984818306,0.0347960984818306,2001-01-01
"1605",2001,"Utah","Reservoir Evaporation","Upper Basin","Yes",156613.44267888,0.15661344267888,2001-01-01
"1606",2001,"Wyoming","Agriculture","Upper Basin","Yes",539339.574591201,0.539339574591201,2001-01-01
"1607",2001,"Wyoming","Export","Upper Basin","Yes",15103,0.015103,2001-01-01
"1608",2001,"Wyoming","Import","Upper Basin","Yes",0,0,2001-01-01
"1609",2001,"Wyoming","Mineral","Upper Basin","Yes",1057.20424458791,0.00105720424458791,2001-01-01
"1610",2001,"Wyoming","Municipal and Industrial","Upper Basin","Yes",5440.43236276367,0.00544043236276368,2001-01-01
"1611",2001,"Wyoming","Power","Upper Basin","Yes",40926.78,0.04092678,2001-01-01
"1612",2001,"Wyoming","Reservoir Evaporation","Upper Basin","Yes",30507.7936953819,0.0305077936953819,2001-01-01
"1613",2002,"Arizona","Agriculture","Lower Basin","Yes",1193237,1.193237,2002-01-01
"1614",2002,"Arizona","Agriculture","Upper Basin","Yes",1125.84007114047,0.00112584007114047,2002-01-01
"1615",2002,"Arizona","Export","Lower Basin","Yes",0,0,2002-01-01
"1616",2002,"Arizona","Export","Upper Basin","Yes",0,0,2002-01-01
"1617",2002,"Arizona","Export Within System","Lower Basin","Yes",1626502,1.626502,2002-01-01
"1618",2002,"Arizona","Import","Upper Basin","Yes",0,0,2002-01-01
"1619",2002,"Arizona","Mineral","Upper Basin","Yes",0,0,2002-01-01
"1620",2002,"Arizona","Municipal and Industrial","Lower Basin","Yes",38408,0.038408,2002-01-01
"1621",2002,"Arizona","Municipal and Industrial","Upper Basin","Yes",5070.90088725769,0.00507090088725769,2002-01-01
"1622",2002,"Arizona","Power","Lower Basin","Yes",0,0,2002-01-01
"1623",2002,"Arizona","Power","Upper Basin","Yes",28164,0.028164,2002-01-01
"1624",2002,"Arizona","Reservoir Evaporation","Upper Basin","Yes",3695.39604013006,0.00369539604013006,2002-01-01
"1625",2002,"California","Agriculture","Lower Basin","Yes",553328,0.553328,2002-01-01
"1626",2002,"California","Export","Lower Basin","Yes",4790769,4.790769,2002-01-01
