"","Water_Year","State","Region","Consumptive_Use_MAF","Date"
"417",2008,"Utah","Upper Basin",0.925870071389141,2008-01-01
"418",2008,"Wyoming","Upper Basin",0.588583872864075,2008-01-01
"419",2009,"Arizona","Lower Basin",2.740985,2009-01-01
"420",2009,"Arizona","Upper Basin",0.0351734541007818,2009-01-01
"421",2009,"California","Lower Basin",4.31736,2009-01-01
"422",2009,"Colorado","Upper Basin",2.11513156477588,2009-01-01
"423",2009,"Lake Powell","Upper Basin",0.4372978718257,2009-01-01
"424",2009,"Lower Basin Reservoirs","Lower Basin",0.835035,2009-01-01
"425",2009,"Mexico","Mexico",1.706675,2009-01-01
"426",2009,"Nevada","Lower Basin",0.248795,2009-01-01
"427",2009,"New Mexico","Upper Basin",0.414057563887479,2009-01-01
"428",2009,"Utah","Upper Basin",0.966736871810877,2009-01-01
"429",2009,"Wyoming","Upper Basin",0.536124240373734,2009-01-01
"430",2010,"Arizona","Lower Basin",2.702409,2010-01-01
"431",2010,"Arizona","Upper Basin",0.0336464209556512,2010-01-01
"432",2010,"California","Lower Basin",4.263643,2010-01-01
"433",2010,"Colorado","Upper Basin",1.89561888060499,2010-01-01
"434",2010,"Lake Powell","Upper Basin",0.4435449649689,2010-01-01
"435",2010,"Lower Basin Reservoirs","Lower Basin",0.783606,2010-01-01
"436",2010,"Mexico","Mexico",1.728331,2010-01-01
"437",2010,"Nevada","Lower Basin",0.240616,2010-01-01
"438",2010,"New Mexico","Upper Basin",0.375947971208272,2010-01-01
"439",2010,"Utah","Upper Basin",1.06239623915481,2010-01-01
"440",2010,"Wyoming","Upper Basin",0.656474361164555,2010-01-01
"441",2011,"Arizona","Lower Basin",2.834175,2011-01-01
"442",2011,"Arizona","Upper Basin",0.0342574177959087,2011-01-01
"443",2011,"California","Lower Basin",4.574193,2011-01-01
"444",2011,"Colorado","Upper Basin",1.99121823786075,2011-01-01
"445",2011,"Lake Powell","Upper Basin",0.4672364837623,2011-01-01
"446",2011,"Lower Basin Reservoirs","Lower Basin",0.815497,2011-01-01
"447",2011,"Mexico","Mexico",1.76172,2011-01-01
"448",2011,"Nevada","Lower Basin",0.219301,2011-01-01
"449",2011,"New Mexico","Upper Basin",0.395868935488621,2011-01-01
"450",2011,"Utah","Upper Basin",0.914430214916064,2011-01-01
"451",2011,"Wyoming","Upper Basin",0.580439299064517,2011-01-01
"452",2012,"Arizona","Lower Basin",2.919391,2012-01-01
"453",2012,"Arizona","Upper Basin",0.0324206672787319,2012-01-01
"454",2012,"California","Lower Basin",4.383884,2012-01-01
"455",2012,"Colorado","Upper Basin",2.08626517680226,2012-01-01
"456",2012,"Lake Powell","Upper Basin",0.4549838539628,2012-01-01
"457",2012,"Lower Basin Reservoirs","Lower Basin",0.878473,2012-01-01
"458",2012,"Mexico","Mexico",1.557446,2012-01-01
"459",2012,"Nevada","Lower Basin",0.23275,2012-01-01
"460",2012,"New Mexico","Upper Basin",0.382385317745898,2012-01-01
"461",2012,"Utah","Upper Basin",0.990068447647082,2012-01-01
"462",2012,"Wyoming","Upper Basin",0.601639847641635,2012-01-01
"463",2013,"Arizona","Lower Basin",2.632524,2013-01-01
"464",2013,"Arizona","Upper Basin",0.034784573634027,2013-01-01
"465",2013,"California","Lower Basin",4.230875,2013-01-01
"466",2013,"Colorado","Upper Basin",1.68450849491656,2013-01-01
"467",2013,"Lake Powell","Upper Basin",0.3609105718763,2013-01-01
"468",2013,"Lower Basin Reservoirs","Lower Basin",0.847609,2013-01-01
"469",2013,"Mexico","Mexico",1.607507,2013-01-01
"470",2013,"Nevada","Lower Basin",0.231001,2013-01-01
"471",2013,"New Mexico","Upper Basin",0.310358560718911,2013-01-01
"472",2013,"Utah","Upper Basin",0.861929565929443,2013-01-01
"473",2013,"Wyoming","Upper Basin",0.543635091222191,2013-01-01
"474",2014,"Arizona","Lower Basin",2.817461,2014-01-01
"475",2014,"Arizona","Upper Basin",0.0346417600601061,2014-01-01
"476",2014,"California","Lower Basin",4.655209,2014-01-01
"477",2014,"Colorado","Upper Basin",1.65939862548688,2014-01-01
"478",2014,"Lake Powell","Upper Basin",0.3471717948642,2014-01-01
"479",2014,"Lower Basin Reservoirs","Lower Basin",0.808484,2014-01-01
"480",2014,"Mexico","Mexico",1.721705,2014-01-01
"481",2014,"Nevada","Lower Basin",0.221226,2014-01-01
"482",2014,"New Mexico","Upper Basin",0.34166254052853,2014-01-01
"483",2014,"Utah","Upper Basin",0.900792157508629,2014-01-01
"484",2014,"Wyoming","Upper Basin",0.530895422090731,2014-01-01
"485",2015,"Arizona","Lower Basin",2.64626,2015-01-01
"486",2015,"Arizona","Upper Basin",0.0304161714194191,2015-01-01
"487",2015,"California","Lower Basin",4.523503,2015-01-01
"488",2015,"Colorado","Upper Basin",1.64374223241309,2015-01-01
"489",2015,"Lake Powell","Upper Basin",0.3680928712683,2015-01-01
"490",2015,"Lower Basin Reservoirs","Lower Basin",0.792942,2015-01-01
"491",2015,"Mexico","Mexico",1.657207,2015-01-01
"492",2015,"Nevada","Lower Basin",0.226393,2015-01-01
"493",2015,"New Mexico","Upper Basin",0.352497356688649,2015-01-01
"494",2015,"Utah","Upper Basin",1.05213609579432,2015-01-01
"495",2015,"Wyoming","Upper Basin",0.66061638558877,2015-01-01
"496",2016,"Arizona","Lower Basin",2.594735,2016-01-01
"497",2016,"Arizona","Upper Basin",0.0284443779881198,2016-01-01
"498",2016,"California","Lower Basin",4.513078,2016-01-01
"499",2016,"Colorado","Upper Basin",1.81948796373756,2016-01-01
"500",2016,"Lake Powell","Upper Basin",0.3783689845128,2016-01-01
"501",2016,"Lower Basin Reservoirs","Lower Basin",0.773602,2016-01-01
"502",2016,"Mexico","Mexico",1.645777,2016-01-01
"503",2016,"Nevada","Lower Basin",0.22967,2016-01-01
"504",2016,"New Mexico","Upper Basin",0.344637445851169,2016-01-01
"505",2016,"Utah","Upper Basin",0.979364576981324,2016-01-01
"506",2016,"Wyoming","Upper Basin",0.624813034431998,2016-01-01
"507",2017,"Arizona","Lower Basin",2.493078,2017-01-01
"508",2017,"Arizona","Upper Basin",0.0288093666987764,2017-01-01
"509",2017,"California","Lower Basin",3.966151,2017-01-01
"510",2017,"Colorado","Upper Basin",2.05229173397651,2017-01-01
"511",2017,"Lake Powell","Upper Basin",0.4086930889236,2017-01-01
"512",2017,"Lower Basin Reservoirs","Lower Basin",0.782254,2017-01-01
"513",2017,"Mexico","Mexico",1.647206,2017-01-01
"514",2017,"Nevada","Lower Basin",0.241756,2017-01-01
"515",2017,"New Mexico","Upper Basin",0.430123864744742,2017-01-01
"516",2017,"Utah","Upper Basin",1.07151083621536,2017-01-01
"517",2017,"Wyoming","Upper Basin",0.617612855380112,2017-01-01
"518",2018,"Arizona","Lower Basin",2.580851,2018-01-01
"519",2018,"Arizona","Upper Basin",0.0290836345699873,2018-01-01
"520",2018,"California","Lower Basin",4.418577,2018-01-01
"521",2018,"Colorado","Upper Basin",2.20336713561656,2018-01-01
"522",2018,"Lake Powell","Upper Basin",0.3863460534463,2018-01-01
"523",2018,"Lower Basin Reservoirs","Lower Basin",0.808933,2018-01-01
"524",2018,"Mexico","Mexico",1.616521,2018-01-01
"525",2018,"Nevada","Lower Basin",0.246963,2018-01-01
"526",2018,"New Mexico","Upper Basin",0.371630404641689,2018-01-01
"527",2018,"Utah","Upper Basin",1.10373767225504,2018-01-01
"528",2018,"Wyoming","Upper Basin",0.745641837062325,2018-01-01
"529",2019,"Arizona","Lower Basin",2.641311,2019-01-01
"530",2019,"Arizona","Upper Basin",0.0309381225726164,2019-01-01
"531",2019,"California","Lower Basin",4.042943,2019-01-01
"532",2019,"Colorado","Upper Basin",2.00804510842995,2019-01-01
"533",2019,"Lake Powell","Upper Basin",0.3555219783525,2019-01-01
"534",2019,"Lower Basin Reservoirs","Lower Basin",0.77918,2019-01-01
"535",2019,"Mexico","Mexico",1.651878,2019-01-01
"536",2019,"Nevada","Lower Basin",0.239046,2019-01-01
"537",2019,"New Mexico","Upper Basin",0.426239750771437,2019-01-01
"538",2019,"Utah","Upper Basin",0.989365312054449,2019-01-01
"539",2019,"Wyoming","Upper Basin",0.624901229089544,2019-01-01
"540",2020,"Arizona","Lower Basin",2.335899,2020-01-01
"541",2020,"Arizona","Upper Basin",0.0130853807283547,2020-01-01
"542",2020,"California","Lower Basin",3.753942,2020-01-01
"543",2020,"Colorado","Upper Basin",2.13904494512852,2020-01-01
"544",2020,"Lake Powell","Upper Basin",0.3721779017976,2020-01-01
"545",2020,"Lower Basin Reservoirs","Lower Basin",0.787798,2020-01-01
"546",2020,"Mexico","Mexico",1.642888,2020-01-01
"547",2020,"Nevada","Lower Basin",0.260427,2020-01-01
"548",2020,"New Mexico","Upper Basin",0.376103352816415,2020-01-01
"549",2020,"Utah","Upper Basin",1.18611208296147,2020-01-01
"550",2020,"Wyoming","Upper Basin",0.713448192607084,2020-01-01
"551",2021,"Arizona","Lower Basin",2.520007,2021-01-01
"552",2021,"Arizona","Upper Basin",0.0107678091169207,2021-01-01
"553",2021,"California","Lower Basin",4.406704,2021-01-01
"554",2021,"Colorado","Upper Basin",1.85000603695662,2021-01-01
"555",2021,"Lake Powell","Upper Basin",0.2767915836923,2021-01-01
"556",2021,"Lower Basin Reservoirs","Lower Basin",0.805155,2021-01-01
"557",2021,"Mexico","Mexico",1.610556,2021-01-01
"558",2021,"Nevada","Lower Basin",0.246527,2021-01-01
"559",2021,"New Mexico","Upper Basin",0.363115242554944,2021-01-01
"560",2021,"Utah","Upper Basin",0.965240543769677,2021-01-01
"561",2021,"Wyoming","Upper Basin",0.624337274123042,2021-01-01
"562",2022,"Arizona","Lower Basin",2.167783,2022-01-01
"563",2022,"Arizona","Upper Basin",0.0107222200816696,2022-01-01
"564",2022,"California","Lower Basin",4.430714,2022-01-01
"565",2022,"Colorado","Upper Basin",1.90956321797532,2022-01-01
"566",2022,"Lake Powell","Upper Basin",0.2031509918304,2022-01-01
"567",2022,"Lower Basin Reservoirs","Lower Basin",0.748051,2022-01-01
"568",2022,"Mexico","Mexico",1.610023,2022-01-01
"569",2022,"Nevada","Lower Basin",0.228192,2022-01-01
"570",2022,"New Mexico","Upper Basin",0.35121395859539,2022-01-01
"571",2022,"Utah","Upper Basin",0.954633248659004,2022-01-01
"572",2022,"Wyoming","Upper Basin",0.633082332364227,2022-01-01
"573",2023,"Arizona","Lower Basin",1.941248,2023-01-01
"574",2023,"Arizona","Upper Basin",0.0121798196070706,2023-01-01
"575",2023,"California","Lower Basin",3.849734,2023-01-01
"576",2023,"Colorado","Upper Basin",2.27876243801608,2023-01-01
"577",2023,"Lake Powell","Upper Basin",0.2300104901592,2023-01-01
"578",2023,"Lower Basin Reservoirs","Lower Basin",0.711223,2023-01-01
"579",2023,"Mexico","Mexico",1.570136,2023-01-01
"580",2023,"Nevada","Lower Basin",0.191579,2023-01-01
"581",2023,"New Mexico","Upper Basin",0.418513736459229,2023-01-01
"582",2023,"Utah","Upper Basin",1.10444559955928,2023-01-01
"583",2023,"Wyoming","Upper Basin",0.60357793588555,2023-01-01
"584",2024,"Arizona","Lower Basin",1.915037,2024-01-01
"585",2024,"Arizona","Upper Basin",0.012478173451604,2024-01-01
"586",2024,"California","Lower Basin",3.739376,2024-01-01
"587",2024,"Colorado","Upper Basin",1.91456056023062,2024-01-01
"588",2024,"Lake Powell","Upper Basin",0.2687011186098,2024-01-01
"589",2024,"Lower Basin Reservoirs","Lower Basin",0.776314,2024-01-01
"590",2024,"Mexico","Mexico",1.47305,2024-01-01
"591",2024,"Nevada","Lower Basin",0.198198,2024-01-01
"592",2024,"New Mexico","Upper Basin",0.353910390916567,2024-01-01
"593",2024,"Utah","Upper Basin",1.22250493184048,2024-01-01
"594",2024,"Wyoming","Upper Basin",0.691527787869959,2024-01-01
