"","Water_Year","State","Consumptive_Use_MAF","Date"
"522",2023,"California",3.849734,2023-01-01
"523",2023,"Colorado",2.27876243801608,2023-01-01
"524",2023,"Lake Powell",0.2300104901592,2023-01-01
"525",2023,"Lower Basin Reservoirs",0.711223,2023-01-01
"526",2023,"Mexico",1.570136,2023-01-01
"527",2023,"Nevada",0.191579,2023-01-01
"528",2023,"NewMexico",0.418513736459229,2023-01-01
"529",2023,"Utah",1.10444559955928,2023-01-01
"530",2023,"Wyoming",0.60357793588555,2023-01-01
"531",2024,"Arizona",1.9275151734516,2024-01-01
"532",2024,"California",3.739376,2024-01-01
"533",2024,"Colorado",1.91456056023062,2024-01-01
"534",2024,"Lake Powell",0.2687011186098,2024-01-01
"535",2024,"Lower Basin Reservoirs",0.776314,2024-01-01
"536",2024,"Mexico",1.47305,2024-01-01
"537",2024,"Nevada",0.198198,2024-01-01
"538",2024,"NewMexico",0.353910390916567,2024-01-01
"539",2024,"Utah",1.22250493184048,2024-01-01
"540",2024,"Wyoming",0.691527787869959,2024-01-01
